city,geo_location,working_age_population,employed_population,unemployed_population,employment_rate,avg_annual_income,median_annual_income
Toronto,"43.77258000076566, -79.44692327415407",1553,1001,552,64.5,43087.78,40082.35
Toronto,"43.77517229873891, -79.44231583879319",2780,2460,320,88.5,117708.2,81255.54
Toronto,"43.772578086294246, -79.43845911235985",1383,892,491,64.5,94473.81,95235.49
Toronto,"43.774435315990814, -79.43807703041624",3769,2556,1213,67.8,90160.43,93684.99
Toronto,"43.77256803099126, -79.43396173207091",1661,1440,221,86.7,42285.61,51317.45
Toronto,"43.77280865331402, -79.43196767263062",1669,1066,603,63.9,111074.13,96499.58
Toronto,"43.77367909298314, -79.42595346516933",2566,2424,142,94.5,97785.12,73501.82
Toronto,"43.771562603917836, -79.42330490186356",3521,2693,828,76.5,92647.73,93785.13
Toronto,"43.774674033052506, -79.41856519117789",2492,2003,489,80.4,38371.81,38013.26
Toronto,"43.773021577895, -79.41788503814807",3272,3103,169,94.9,103602.72,70602.84
Toronto,"43.772134820947265, -79.41169933245972",1078,945,133,87.7,45004.84,64586.16
Toronto,"43.7744743885617, -79.4106337923053",2658,1714,944,64.5,84546.29,93945.3
Toronto,"43.77400477388925, -79.40588754035954",2826,1811,1015,64.1,90010.53,95504.69
Toronto,"43.77526102635664, -79.40293428412004",2912,2155,757,74.0,50450.27,51099.73
Toronto,"43.77265791507121, -79.39968635700447",1661,1231,430,74.1,50108.53,88836.85
Toronto,"43.775185592889855, -79.39620225411754",2188,1923,265,87.9,80706.64,98610.2
Toronto,"43.77300811448679, -79.39468421338682",3713,2716,997,73.2,84364.47,44454.8
Toronto,"43.77315054170915, -79.3888432344523",1083,957,126,88.4,74243.34,68599.59
Toronto,"43.77150210193284, -79.38778904314081",2218,2001,217,90.3,79128.57,31614.32
Toronto,"43.77134812162237, -79.3844412329785",3446,2904,542,84.3,88301.14,34724.92
Toronto,"43.77225442937414, -79.37950431992968",2838,2227,611,78.5,88731.24,49536.54
Toronto,"43.772289409492835, -79.37572832195654",1047,685,362,65.5,76424.53,48230.96
Toronto,"43.775143686249294, -79.37400727289496",2884,2338,546,81.1,49448.74,51478.79
Toronto,"43.77429365888365, -79.3711787345588",1746,1317,429,75.5,105189.44,58420.97
Toronto,"43.772070311382194, -79.36470715449234",2552,2385,167,93.5,59360.35,67711.31
Toronto,"43.77278460191717, -79.36503840870586",2427,2123,304,87.5,97442.87,38170.94
Toronto,"43.77145340368811, -79.36153924282961",3005,2354,651,78.3,69605.0,66825.75
Toronto,"43.77249563819489, -79.3578890528888",3830,2954,876,77.1,72445.1,45418.21
Toronto,"43.77367607890306, -79.35227120239456",2624,2000,624,76.2,84990.26,60670.81
Toronto,"43.77150895263678, -79.3518812577069",2921,2510,411,85.9,66866.3,38779.9
Toronto,"43.77879129997743, -79.45130341356341",1762,1483,279,84.2,55600.07,74380.68
Toronto,"43.78154152891821, -79.44579131997106",1219,1004,215,82.4,105510.11,93253.17
Toronto,"43.779359269972076, -79.4431153135127",1228,873,355,71.1,77118.16,89847.36
Toronto,"43.77871416572321, -79.44191403188776",1295,1148,147,88.7,102246.9,49410.0
Toronto,"43.781371525682864, -79.43502407086588",3943,3572,371,90.6,64911.37,76331.31
Toronto,"43.77808397504185, -79.43262352381734",3246,2466,780,76.0,103608.28,80671.64
Toronto,"43.77951569103166, -79.42885034367785",3262,2851,411,87.4,40187.39,92540.55
Toronto,"43.778443876038146, -79.42492221024999",3429,2123,1306,61.9,61243.31,74792.97
Toronto,"43.77922028951217, -79.42437273360184",2181,2048,133,93.9,37278.06,31379.57
Toronto,"43.78123795108117, -79.41935636513915",2786,1862,924,66.9,100978.97,48353.28
Toronto,"43.78176464702269, -79.41475825928255",1419,1085,334,76.5,116730.77,71142.54
Toronto,"43.781990779656866, -79.41180667815306",1244,1024,220,82.3,83849.47,68795.52
Toronto,"43.781513551345796, -79.41173848992233",2364,1788,576,75.7,45810.14,33658.63
Toronto,"43.778577728983244, -79.40497004479774",2299,1654,645,72.0,89887.53,73853.51
Toronto,"43.781179592466046, -79.40456660816473",2137,1918,219,89.8,43891.47,62840.24
Toronto,"43.77951278211756, -79.40050297879226",3399,2672,727,78.6,71640.96,40920.91
Toronto,"43.78039819665043, -79.39475874050548",3462,2566,896,74.1,112565.46,83150.96
Toronto,"43.77897819855574, -79.3951485525639",3867,2685,1182,69.4,72210.12,40811.78
Toronto,"43.78046411203108, -79.39124359134273",3849,2491,1358,64.7,48083.98,42938.55
Toronto,"43.78014187336845, -79.38550831550911",1010,703,307,69.6,35299.89,50479.93
Toronto,"43.779310722418046, -79.38512029743305",3138,2328,810,74.2,73896.8,56319.39
Toronto,"43.78118244768024, -79.37850859403233",1440,1223,217,85.0,116087.01,91328.88
Toronto,"43.78140601055349, -79.37479312943665",1237,1055,182,85.3,78651.58,59356.13
Toronto,"43.78154333715108, -79.37449638303934",3351,2492,859,74.4,115800.69,60738.48
Toronto,"43.77832563080742, -79.3701173308256",2331,1425,906,61.2,83754.11,99392.1
Toronto,"43.78065400879427, -79.36840717450278",1280,1097,183,85.7,64110.07,80447.06
Toronto,"43.78003445522154, -79.3623281011815",3348,2237,1111,66.8,50246.78,56213.83
Toronto,"43.780580286257006, -79.35996336593108",804,601,203,74.8,64526.82,57787.27
Toronto,"43.77999435110446, -79.3568095975564",3127,2301,826,73.6,88411.14,77111.87
Toronto,"43.77928729253151, -79.35383781844797",3945,3721,224,94.3,112798.22,66388.56
Toronto,"43.780778038694955, -79.34913740050924",1916,1598,318,83.4,45761.5,57784.41
Toronto,"43.786645834768024, -79.45092665816601",3177,2914,263,91.7,41136.16,93383.19
Toronto,"43.78627045094881, -79.44498192577191",911,801,110,88.0,102554.74,77418.61
Toronto,"43.78700259715268, -79.44518691538154",935,736,199,78.8,66900.28,58273.79
Toronto,"43.7855447717973, -79.44118799801313",939,661,278,70.4,115549.7,58834.57
Toronto,"43.788119339721426, -79.43708306676491",1803,1678,125,93.1,43210.26,55380.4
Toronto,"43.78589066281194, -79.43177849761516",3652,3422,230,93.7,74631.08,38722.63
Toronto,"43.78695214821369, -79.42825800437205",2341,1791,550,76.5,102378.16,92340.17
Toronto,"43.786163096087805, -79.42646445877101",2470,1505,965,61.0,79455.92,54755.19
Toronto,"43.785203987928774, -79.42499722073589",1130,1053,77,93.2,92693.27,44825.75
Toronto,"43.78644468792832, -79.42059370019346",1529,1013,516,66.3,77097.34,33267.36
Toronto,"43.78700251556558, -79.4168056542224",1974,1334,640,67.6,102152.36,33167.52
Toronto,"43.78715116994588, -79.413628923959",2665,2025,640,76.0,49107.4,69295.06
Toronto,"43.78653687062161, -79.41036418889857",1839,1501,338,81.6,115691.66,90926.24
Toronto,"43.78788468452784, -79.40739858496369",2875,2294,581,79.8,97379.15,64064.68
Toronto,"43.78619615037316, -79.40461507040933",2000,1315,685,65.8,96847.86,32308.48
Toronto,"43.78560182826516, -79.39941858058943",2791,2430,361,87.1,118680.7,78366.72
Toronto,"43.786103038407404, -79.39833699262257",2729,2275,454,83.4,80032.07,96879.33
Toronto,"43.78803708022341, -79.39328216937541",2858,2478,380,86.7,78854.19,38265.91
Toronto,"43.78724128426347, -79.38885650681625",1061,936,125,88.2,37812.31,54504.98
Toronto,"43.788373090343505, -79.38827303022786",3614,3350,264,92.7,47783.44,44551.46
Toronto,"43.784952061375776, -79.38518020779253",1711,1244,467,72.7,117029.45,40356.21
Toronto,"43.7854678930541, -79.38121341470851",2706,2091,615,77.3,38760.06,50056.65
Toronto,"43.785983631836864, -79.37745580433571",2947,2595,352,88.1,68790.3,46950.8
Toronto,"43.78792892578547, -79.3725991760141",1566,1084,482,69.2,81772.05,72662.19
Toronto,"43.785764524892684, -79.36917742944942",3048,2095,953,68.8,37944.69,89096.66
Toronto,"43.78865864948842, -79.36467304627531",3720,2452,1268,65.9,43910.56,80677.35
Toronto,"43.78767620009331, -79.3623740493096",2300,1641,659,71.4,61434.42,62695.81
Toronto,"43.788316196787186, -79.3619658644864",1814,1213,601,66.9,84977.95,62818.0
Toronto,"43.78586456327483, -79.35537743124326",1341,861,480,64.2,110127.29,76923.69
Toronto,"43.78779917968303, -79.35371808876755",1117,959,158,85.9,87075.85,82098.77
Toronto,"43.78628970060215, -79.34968018487817",942,668,274,70.9,91898.36,35100.23
Toronto,"43.793954567363215, -79.45011198402483",1409,1321,88,93.8,107870.61,76339.72
Toronto,"43.79338392122554, -79.44562202451772",3456,2858,598,82.7,66173.17,50562.78
Toronto,"43.79193045790589, -79.44374331219313",3204,2761,443,86.2,99394.51,48562.87
Toronto,"43.792241038542684, -79.43900345169872",2804,2138,666,76.3,37815.25,73256.15
Toronto,"43.793231086340555, -79.43660336526473",2497,1898,599,76.0,109690.99,53110.44
Toronto,"43.794477231926294, -79.43230284813637",1642,1169,473,71.2,101173.85,88240.84
Toronto,"43.79422337473872, -79.43015439545094",1773,1652,121,93.2,104489.34,98625.32
Toronto,"43.794500992886796, -79.42741436733267",1923,1420,503,73.9,57824.37,52784.83
Toronto,"43.79208471954153, -79.42225280906929",2427,1464,963,60.3,80669.87,92804.54
Toronto,"43.79412509840978, -79.42116166098599",2263,2048,215,90.5,42227.35,71521.42
Toronto,"43.79313322107552, -79.41643287939738",2457,1749,708,71.2,68398.09,46472.36
Toronto,"43.79283213400261, -79.41302329953888",1562,1305,257,83.6,76243.56,34989.79
Toronto,"43.79184671589649, -79.40822658399529",1272,797,475,62.7,76767.74,53574.97
Toronto,"43.791372057949495, -79.40542506112678",1536,1108,428,72.2,95471.0,77709.9
Toronto,"43.794670528859534, -79.40397404436592",1531,1345,186,87.9,84446.19,58379.49
Toronto,"43.79300992259658, -79.39925694877647",1992,1853,139,93.0,99834.59,39151.84
Toronto,"43.79294680820195, -79.39555209304818",3285,2134,1151,65.0,64592.84,68239.67
Toronto,"43.793483749358835, -79.39402901527522",1089,863,226,79.3,63079.67,90274.96
Toronto,"43.79142629269463, -79.38885856875682",2398,1511,887,63.0,69443.22,77574.53
Toronto,"43.795021910095386, -79.38805190170874",1462,959,503,65.6,56960.07,93962.13
Toronto,"43.79514388351622, -79.38401233122046",2291,2048,243,89.4,111341.64,66432.34
Toronto,"43.793852690561586, -79.37958798885602",1764,1327,437,75.3,36195.17,70971.48
Toronto,"43.793764682419315, -79.37519888764449",1685,1149,536,68.2,91345.86,33335.58
Toronto,"43.79525402179503, -79.37451651485914",1623,1390,233,85.7,103224.63,63033.3
Toronto,"43.792895877919506, -79.36986203767697",1693,1248,445,73.7,89018.32,54617.79
Toronto,"43.7920866880459, -79.36823211324227",3398,2724,674,80.2,107411.46,59025.36
Toronto,"43.79361139338101, -79.36352719202719",2462,1806,656,73.4,79001.64,67946.6
Toronto,"43.79491230851326, -79.36162703397359",890,683,207,76.8,66383.71,53513.11
Toronto,"43.791750586043044, -79.35645503956542",1008,613,395,60.9,50845.34,40018.42
Toronto,"43.791461569949774, -79.35257723513433",2293,1386,907,60.5,52145.63,58641.59
Toronto,"43.79328778662364, -79.3512532315791",864,603,261,69.8,109266.58,73315.43
Toronto,"43.7982779641423, -79.4481480217759",3095,1895,1200,61.2,111056.57,61682.27
Toronto,"43.79913527048247, -79.4477345089627",1156,800,356,69.3,92988.27,45114.4
Toronto,"43.80063827957285, -79.44505341560281",2734,1916,818,70.1,105041.52,64917.49
Toronto,"43.79822981272246, -79.43992587327924",3129,2126,1003,68.0,49911.05,40071.63
Toronto,"43.79868730286737, -79.43522783727715",2469,2336,133,94.6,94787.6,73547.12
Toronto,"43.7996434449372, -79.43470519151322",3137,2242,895,71.5,48413.25,87625.89
Toronto,"43.79844297579315, -79.42985418792313",3836,3477,359,90.7,86913.24,81025.41
Toronto,"43.799913004569504, -79.42839161470366",3916,2687,1229,68.6,68593.72,70187.55
Toronto,"43.801820387062534, -79.4218705353576",2892,1952,940,67.5,98920.34,32084.53
Toronto,"43.79851972913356, -79.4211772919801",2730,1804,926,66.1,112907.22,35983.07
Toronto,"43.79972880270534, -79.41582798021044",3327,2961,366,89.0,86996.05,37337.17
Toronto,"43.79989912009712, -79.41291849553858",3532,2634,898,74.6,41401.0,65082.63
Toronto,"43.80175661701888, -79.40965003218642",3214,2827,387,88.0,104603.04,32156.84
Toronto,"43.80000990008463, -79.40592732295019",2988,2379,609,79.6,40303.88,31358.91
Toronto,"43.7991017639101, -79.40530356009828",1651,1124,527,68.1,96470.0,60631.4
Toronto,"43.79857076795237, -79.40174411982821",1900,1657,243,87.2,62991.32,38891.69
Toronto,"43.7995969476582, -79.39543640333672",2782,2019,763,72.6,57014.29,57279.59
Toronto,"43.80010342601921, -79.39169212317756",1752,1540,212,87.9,93607.91,79761.22
Toronto,"43.80151695756587, -79.39015918175987",2783,1844,939,66.3,111130.33,37133.61
Toronto,"43.80030453100917, -79.38571750382312",2091,1984,107,94.9,55239.57,52406.02
Toronto,"43.79915164713997, -79.38180935703956",3983,2524,1459,63.4,87572.45,70492.83
Toronto,"43.79982522649606, -79.3791987338411",3983,3607,376,90.6,83169.35,93531.99
Toronto,"43.800846591734654, -79.37747687175698",1838,1335,503,72.7,42254.28,76557.12
Toronto,"43.80045211004684, -79.37209339427402",2185,1934,251,88.5,119038.55,84695.38
Toronto,"43.79870050514981, -79.37100346072972",2528,1520,1008,60.1,68913.33,84244.01
Toronto,"43.80159985848122, -79.36573369085494",2013,1794,219,89.2,101577.69,91512.22
Toronto,"43.79983131260826, -79.36169000095151",1720,1151,569,67.0,71144.75,86934.26
Toronto,"43.798733777275636, -79.35972553893639",819,763,56,93.2,115781.62,87955.87
Toronto,"43.79957420527037, -79.3548839172211",2125,1902,223,89.5,89519.7,58427.3
Toronto,"43.79895878103034, -79.35185117496576",3846,2717,1129,70.7,116566.41,34598.81
Toronto,"43.799095105108094, -79.34948766718692",3586,2268,1318,63.3,42285.95,93879.68
Montreal,"45.49916755836209, -73.64833481466572",1351,1121,230,83.0,73545.33,43531.6
Montreal,"45.500792175970275, -73.64577702910994",3148,2019,1129,64.2,95334.91,67613.65
Montreal,"45.49886901947584, -73.64335938302445",2436,1742,694,71.5,66020.37,33795.33
Montreal,"45.50196955888754, -73.63978870442149",2482,2303,179,92.8,71773.64,78654.22
Montreal,"45.50198126552608, -73.63836053212219",2883,2073,810,71.9,111985.91,34434.57
Montreal,"45.498420898243914, -73.63226717701218",2349,1786,563,76.0,97680.22,59436.33
Montreal,"45.49930405254394, -73.63019625606643",2277,1649,628,72.4,87586.31,82656.47
Montreal,"45.49901106647275, -73.62664240837957",1108,1029,79,93.0,85740.37,99873.17
Montreal,"45.49984866994699, -73.62504055136525",2489,2003,486,80.5,69507.71,81844.79
Montreal,"45.500777942856416, -73.61900105543549",1364,912,452,66.9,58352.8,51444.35
Montreal,"45.499524622271764, -73.61568283691807",3705,2966,739,80.1,102889.94,78039.76
Montreal,"45.50142309257968, -73.613746636022",1985,1353,632,68.2,91663.48,81656.66
Montreal,"45.49804294944556, -73.61154126913222",1607,1463,144,91.1,56415.04,40855.47
Montreal,"45.5016685479026, -73.60735822521636",3286,2090,1196,63.6,70537.76,60087.77
Montreal,"45.50099470411134, -73.60339429638402",1290,998,292,77.4,74896.91,49010.4
Montreal,"45.49827294868477, -73.59980628583857",1919,1250,669,65.2,47335.68,90049.21
Montreal,"45.49896917443614, -73.59486659297036",3584,2528,1056,70.6,117200.33,37540.03
Montreal,"45.498561023040736, -73.59205162657462",3735,3278,457,87.8,106519.17,43425.93
Montreal,"45.501366250132364, -73.59131764361744",2902,1835,1067,63.2,97269.37,86155.41
Montreal,"45.498072264510604, -73.58826460618246",3160,1927,1233,61.0,54768.84,61062.98
Montreal,"45.499176578614836, -73.58319471800104",1225,929,296,75.9,43579.56,76314.49
Montreal,"45.4995633980086, -73.58168965880061",3220,2977,243,92.5,80938.17,81011.91
Montreal,"45.501054356187915, -73.57595713409961",2139,1294,845,60.5,97521.05,46460.5
Montreal,"45.498613985909245, -73.57390098537472",2741,1741,1000,63.5,60365.77,44508.94
Montreal,"45.4988666897331, -73.57186222061834",2121,1337,784,63.1,53494.95,75513.19
Montreal,"45.5007001765231, -73.56780200066838",3797,2546,1251,67.1,92126.63,50632.98
Montreal,"45.500786969454516, -73.56198732876872",1722,1072,650,62.3,72357.15,35449.41
Montreal,"45.50124604730376, -73.55943595124297",3559,3335,224,93.7,117132.06,92567.73
Montreal,"45.500865641732815, -73.55507862714619",2359,1605,754,68.1,103544.63,83179.02
Montreal,"45.49956247355611, -73.5541000363297",1869,1413,456,75.6,42234.71,55096.43
Montreal,"45.49820966102475, -73.55198133706901",1866,1684,182,90.3,52950.04,95575.05
Montreal,"45.504422972114206, -73.64893154304619",3395,2638,757,77.7,111453.79,52655.27
Montreal,"45.50504861554254, -73.64716808785275",1241,955,286,77.0,69864.2,70001.08
Montreal,"45.50228749462565, -73.644967787613",1376,1157,219,84.1,47504.86,57864.19
Montreal,"45.50302006425543, -73.63804283750014",3009,1945,1064,64.7,115460.32,71430.73
Montreal,"45.50268179990313, -73.63789805938761",3773,2600,1173,68.9,100662.12,78142.48
Montreal,"45.50400913115531, -73.63445106192553",1511,1398,113,92.5,114151.13,54260.02
Montreal,"45.50486247756371, -73.62881230333939",1285,1074,211,83.6,70497.65,96790.71
Montreal,"45.504655135999045, -73.62799513511685",1209,1045,164,86.5,91423.88,65995.86
Montreal,"45.50200152235361, -73.62367061329347",1149,861,288,75.0,49959.59,95900.16
Montreal,"45.50176406864769, -73.62069143413537",3244,2633,611,81.2,44076.16,51170.62
Montreal,"45.50358154980223, -73.61790847652283",1819,1555,264,85.5,63790.52,44021.58
Montreal,"45.50216181059482, -73.61316652271961",2918,2737,181,93.8,44433.22,45612.57
Montreal,"45.50508902624531, -73.6115167841544",2708,2280,428,84.2,107139.75,35721.43
Montreal,"45.502188453280105, -73.607240361363",1211,908,303,75.0,35922.07,49089.32
Montreal,"45.50202781956439, -73.60372477537432",1727,1309,418,75.8,36686.28,82663.86
Montreal,"45.502598294218735, -73.60044325336179",3643,3245,398,89.1,67517.03,35475.94
Montreal,"45.50316843706032, -73.59840260153041",2840,2400,440,84.5,76130.04,59232.3
Montreal,"45.50459367289975, -73.59273355335125",3883,3572,311,92.0,66863.93,46753.8
Montreal,"45.50280925317736, -73.59173067492588",1119,739,380,66.1,73541.52,67005.36
Montreal,"45.502207576754024, -73.58746052967209",3937,3181,756,80.8,107782.5,76413.2
Montreal,"45.50372880971927, -73.58140092336166",2388,1952,436,81.8,73339.36,99109.34
Montreal,"45.50174058769283, -73.57985527387883",2545,1924,621,75.6,46968.82,33683.67
Montreal,"45.50529545848336, -73.57526480653179",1164,924,240,79.4,49424.78,43676.41
Montreal,"45.5020191697752, -73.57149719451583",3322,2872,450,86.5,43985.68,56390.99
Montreal,"45.50373280191395, -73.56807433642057",2617,2075,542,79.3,110253.13,61658.54
Montreal,"45.504118594797106, -73.56595506457712",3844,3234,610,84.1,82446.98,78317.43
Montreal,"45.50522280074471, -73.56255845035713",2812,2636,176,93.8,36213.27,84539.43
Montreal,"45.502661519522725, -73.55945858619327",1279,1039,240,81.3,47224.73,55453.55
Montreal,"45.50486920146209, -73.55739479876623",1810,1641,169,90.7,73509.34,53441.22
Montreal,"45.5047395501832, -73.55340481181737",804,555,249,69.1,106223.85,60411.94
Montreal,"45.50267375420583, -73.54956586671138",2008,1700,308,84.7,81027.67,81322.69
Montreal,"45.50700681432433, -73.65047051440148",1913,1180,733,61.7,86255.49,62624.01
Montreal,"45.507229034485675, -73.64773696475714",2350,1802,548,76.7,58914.04,60800.5
Montreal,"45.5070165408563, -73.6413798098759",3212,2637,575,82.1,84459.11,36230.87
Montreal,"45.50559709028466, -73.63953460530165",1330,963,367,72.5,91106.69,34326.62
Montreal,"45.50825378437214, -73.63743127215197",2244,1654,590,73.7,69738.27,81186.95
Montreal,"45.50761831980234, -73.63230435035895",1693,1317,376,77.8,89937.69,41232.46
Montreal,"45.507145731580636, -73.63176030793377",3895,3049,846,78.3,51135.48,95838.5
Montreal,"45.50616476118064, -73.62748020774518",1408,1149,259,81.6,119295.79,64033.44
Montreal,"45.505273349008235, -73.62451579201296",1685,1538,147,91.3,108068.16,44187.1
Montreal,"45.5048182935289, -73.61830636344179",2270,1787,483,78.8,93065.84,55533.5
Montreal,"45.50705896742111, -73.61488316067725",3171,2022,1149,63.8,86550.25,91742.94
Montreal,"45.50762368921073, -73.61401857392586",2709,2013,696,74.3,78540.94,65826.99
Montreal,"45.5057791724399, -73.60942559171357",2404,2034,370,84.6,90889.25,40362.08
Montreal,"45.50770864219585, -73.60658317522828",2168,1841,327,84.9,94299.89,48883.68
Montreal,"45.5085769366845, -73.60274114763303",2797,2355,442,84.2,51672.59,58367.22
Montreal,"45.505820487084506, -73.60190522667082",2858,2212,646,77.4,41530.3,86867.33
Montreal,"45.50805440604884, -73.59734158557625",2590,1890,700,73.0,53035.44,74584.48
Montreal,"45.50563566260156, -73.59317608632483",3245,2807,438,86.5,64503.2,43669.04
Montreal,"45.508293194897504, -73.58933997592365",1903,1758,145,92.4,103577.04,59749.39
Montreal,"45.50566001886531, -73.58591726731173",3127,2446,681,78.2,63635.27,84490.83
Montreal,"45.50754467554557, -73.58290108054261",1326,1077,249,81.2,80740.11,46483.02
Montreal,"45.506192610348904, -73.58071345203568",1050,852,198,81.2,97136.26,79271.45
Montreal,"45.5064361102272, -73.57864249602761",2932,2101,831,71.7,94030.85,49370.02
Montreal,"45.508146133626255, -73.57505339365343",2629,2111,518,80.3,94568.7,83811.17
Montreal,"45.505436528455775, -73.5694625321629",2025,1861,164,91.9,42237.79,92796.69
Montreal,"45.505232794710146, -73.5678497866156",3686,2364,1322,64.2,48505.53,34985.95
Montreal,"45.50503370423636, -73.56296281072848",1833,1298,535,70.9,109221.28,91193.78
Montreal,"45.50799155018117, -73.55827274923908",3174,2350,824,74.0,106623.93,40292.25
Montreal,"45.50561190717938, -73.55835400861224",1384,1096,288,79.3,115926.29,64623.65
Montreal,"45.50756662308575, -73.55408748145409",935,662,273,70.8,115620.53,55903.91
Montreal,"45.507553361729705, -73.55102030016708",3849,3211,638,83.4,76215.29,78350.97
Montreal,"45.508705742019586, -73.65100412227801",880,589,291,67.0,56376.45,62331.85
Montreal,"45.509141411560066, -73.6468735818972",2357,2184,173,92.7,102989.78,46202.52
Montreal,"45.51054241508845, -73.64424589019431",2654,2325,329,87.6,91006.56,60909.38
Montreal,"45.51112515570167, -73.64167993611244",3288,2534,754,77.1,41538.05,75133.43
Montreal,"45.51189022080182, -73.63707368877398",3187,1943,1244,61.0,94839.41,54754.52
Montreal,"45.50867106415244, -73.63356782904995",1203,983,220,81.8,59050.37,64136.6
Montreal,"45.51002117021708, -73.6290602875819",1735,1211,524,69.8,103403.41,37178.15
Montreal,"45.51104129785764, -73.62538825143514",3775,2320,1455,61.5,45059.2,81830.1
Montreal,"45.51117423440462, -73.6252540890248",2844,1756,1088,61.7,47999.91,40608.17
Montreal,"45.50952567724667, -73.61858383115879",1015,817,198,80.6,104948.67,36162.85
Montreal,"45.5110354332896, -73.61498053667049",3667,2470,1197,67.4,37412.3,42553.56
Montreal,"45.5103807334464, -73.61472213849764",3619,2622,997,72.5,40442.13,81525.95
Montreal,"45.51090659294056, -73.6109708331114",2044,1542,502,75.4,111744.51,88027.79
Montreal,"45.5098546049388, -73.60685225424321",2625,1737,888,66.2,83636.15,79580.55
Montreal,"45.50950058753973, -73.60290923190671",2316,1650,666,71.3,55454.22,65281.27
Montreal,"45.50828775859872, -73.60145337460294",3643,2973,670,81.6,56458.63,97212.13
Montreal,"45.50987703392493, -73.59804776884368",2825,2036,789,72.1,94691.0,50507.09
Montreal,"45.50875850325835, -73.59528199624434",2343,2167,176,92.5,59071.86,39548.19
Montreal,"45.5100027992347, -73.58909861849624",2365,1610,755,68.1,52912.64,96046.07
Montreal,"45.50996581487073, -73.58496390238159",3981,3640,341,91.5,88936.66,68082.56
Montreal,"45.51176113994105, -73.58145136278642",2059,1872,187,91.0,108653.47,53985.48
Montreal,"45.5094925795908, -73.5800417955426",3137,2891,246,92.2,52610.0,50366.92
Montreal,"45.5105641948875, -73.57631343064493",1618,1419,199,87.7,82528.05,50621.19
Montreal,"45.50963515033975, -73.5751780257426",1653,1015,638,61.4,70890.32,33432.47
Montreal,"45.511686412993804, -73.5704606959542",3510,3053,457,87.0,56647.61,90039.01
Montreal,"45.5102624343682, -73.56788975386532",1877,1654,223,88.2,38486.72,55629.82
Montreal,"45.509745191781434, -73.56431229966567",3848,3071,777,79.8,109326.18,50346.06
Montreal,"45.51165234398101, -73.55911101882612",1286,1206,80,93.8,93042.25,81750.11
Montreal,"45.51003843345371, -73.55671217929417",3361,3170,191,94.3,52330.66,80280.53
Montreal,"45.51075395758057, -73.55254751168516",3468,2364,1104,68.2,98830.04,74133.75
Montreal,"45.51060362533883, -73.54829392497467",3905,3304,601,84.6,112907.9,61771.9
Montreal,"45.514275990155745, -73.65103058852323",3040,2589,451,85.2,47908.08,98323.75
Montreal,"45.511471363621595, -73.64541416102566",3362,3018,344,89.8,48566.22,86058.84
Montreal,"45.51385714418809, -73.64262763093825",3546,2148,1398,60.6,71875.84,43184.49
Montreal,"45.51412321902312, -73.63941866585172",1475,1381,94,93.7,40697.43,95003.03
Montreal,"45.51237865612722, -73.63684478358594",2689,2546,143,94.7,91593.36,37944.39
Montreal,"45.514057599270764, -73.63431618119536",1147,953,194,83.1,105044.09,68081.91
Montreal,"45.51374193064109, -73.62819288701826",1048,685,363,65.4,108959.37,94288.33
Montreal,"45.51469939693296, -73.62861731711675",3081,2108,973,68.4,68924.93,70403.27
Montreal,"45.51441722207544, -73.62275574377045",2764,2538,226,91.8,100480.17,39830.42
Montreal,"45.51500086474571, -73.62040933231395",3544,3110,434,87.8,73227.17,91792.66
Montreal,"45.513677975047855, -73.61506268406669",1782,1557,225,87.4,70962.22,48930.23
Montreal,"45.51340748150875, -73.61457804032536",1061,972,89,91.6,86486.55,77712.11
Montreal,"45.51302511277296, -73.6086810017399",2228,1564,664,70.2,101323.64,78577.51
Montreal,"45.51234481827493, -73.60745778840281",2943,2168,775,73.7,85305.85,69589.49
Montreal,"45.51520406705737, -73.60269938909353",2406,1580,826,65.7,103616.43,76449.35
Montreal,"45.512864487774756, -73.60076808453398",1748,1356,392,77.6,57306.34,73610.46
Montreal,"45.512979769301985, -73.59516106478598",1035,702,333,67.9,75365.17,54150.28
Montreal,"45.514243941650875, -73.59497783957593",1108,766,342,69.1,35851.68,33107.42
Montreal,"45.51387805432795, -73.58889323554047",3432,2087,1345,60.8,51256.0,77241.83
Montreal,"45.51271090458277, -73.58809581273987",3942,3026,916,76.8,79301.36,56341.54
Montreal,"45.514328253623134, -73.58161326586956",1789,1458,331,81.5,55022.25,96553.8
Montreal,"45.51292521421211, -73.58076759862881",1167,710,457,60.9,107262.95,63658.09
Montreal,"45.51528143530593, -73.57540110915427",1701,1147,554,67.5,79174.44,61125.11
Montreal,"45.51133964764367, -73.5750539673535",2110,1871,239,88.7,115583.06,50684.12
Montreal,"45.514118600162405, -73.56990015204498",3543,2190,1353,61.8,50130.43,50996.37
Montreal,"45.51395141810045, -73.56573449772306",2394,1764,630,73.7,87337.44,79302.23
Montreal,"45.51201587035784, -73.56383472777844",1764,1652,112,93.7,65786.43,54156.27
Montreal,"45.514149522119794, -73.5612079178844",2156,1851,305,85.9,37313.59,30113.07
Montreal,"45.512061270659245, -73.55487273342081",1258,1187,71,94.4,94446.54,93242.86
Montreal,"45.51313597647052, -73.55207585151356",3584,2607,977,72.7,61358.68,84165.43
Montreal,"45.51207588550054, -73.55176407174021",3055,2741,314,89.7,76759.42,39884.3
Montreal,"45.51539758426376, -73.6489633412602",2629,1826,803,69.5,66147.22,85897.66
