city,geo_location,total_housing_units,avg_rooms,avg_bathrooms,avg_square_footage,avg_year_built,ownership_rate,occupancy_rate
Montreal,"45.538456485260696, -73.56370727419544",1077,5.3,2.0,867,1970,74.7,92.2
Montreal,"45.535917614316304, -73.56163943762677",487,4.2,2.8,1738,1998,42.5,90.4
Montreal,"45.53498456613452, -73.55574685454646",537,3.2,2.9,2466,1996,64.8,93.1
Montreal,"45.53844613446078, -73.55467288083109",508,4.7,1.9,2065,1972,66.3,93.6
Montreal,"45.53489631275588, -73.54902636217219",1123,4.5,1.9,1621,1988,42.0,95.7
Montreal,"45.540216639099405, -73.65002859786725",1016,5.1,2.9,1007,1994,47.0,85.7
Montreal,"45.54149741184743, -73.64481800134138",355,4.3,2.4,1420,1994,67.9,92.8
Montreal,"45.539695934494645, -73.64329860388442",924,5.5,2.9,1331,2009,61.2,87.8
Montreal,"45.540923189465296, -73.64008137620992",1045,3.3,2.1,2454,1984,51.4,88.1
Montreal,"45.54006004594818, -73.63467484896351",989,4.8,1.5,2334,2005,49.8,96.4
Montreal,"45.54155232213534, -73.63254180552191",611,3.2,1.9,1171,1990,49.5,91.7
Montreal,"45.53962188580674, -73.62953485357195",675,4.7,2.2,1161,1979,64.0,86.6
Montreal,"45.54164354562257, -73.62568299762385",1205,3.7,2.2,925,1992,54.4,91.4
Montreal,"45.540856640291956, -73.62252296647824",1003,4.7,2.5,2241,1992,59.0,88.5
Montreal,"45.54099867181018, -73.62102309501189",731,3.3,1.7,1276,1991,56.0,85.9
Montreal,"45.54095593260709, -73.61486319310704",984,3.6,2.1,836,2000,51.4,87.5
Montreal,"45.541293453574156, -73.61181200574998",786,4.7,2.4,1761,1991,41.5,85.1
Montreal,"45.54011244567287, -73.60956322556608",1006,3.1,2.7,2037,1974,69.7,97.3
Montreal,"45.5404294941857, -73.60480807713165",1474,4.9,2.9,1907,2001,40.2,90.3
Montreal,"45.54069808867366, -73.60180561107109",1393,3.2,2.4,2428,2001,55.1,91.5
Montreal,"45.54009406566333, -73.60109972568824",748,3.1,2.5,984,1999,77.8,94.6
Montreal,"45.5383004894962, -73.59530903092623",1146,3.8,2.1,1458,2002,66.5,88.2
Montreal,"45.54005473793606, -73.59152339892434",1300,5.0,2.9,2170,2008,62.7,90.7
Montreal,"45.53969088907527, -73.59048362093657",648,5.2,2.9,1656,2009,43.4,90.3
Montreal,"45.53949313479572, -73.58821373262988",1340,4.6,2.0,2175,1984,60.9,94.4
Montreal,"45.54165618070004, -73.58433427243932",1432,5.9,1.8,1376,1991,70.4,91.0
Montreal,"45.540156478489955, -73.57893434435553",584,5.3,2.5,1569,1984,41.8,89.2
Montreal,"45.53847146160275, -73.57746995469482",1006,5.8,2.3,2441,1996,48.7,87.1
Montreal,"45.53917418015792, -73.57448106955482",983,4.5,2.4,1616,1982,61.9,93.7
Montreal,"45.54095210288856, -73.56972463222165",1414,4.5,2.1,1554,1972,47.3,95.5
Montreal,"45.538869852779, -73.56744738746893",628,3.9,2.7,1927,1994,46.9,87.9
Montreal,"45.541732445775246, -73.56276143879148",1305,5.3,2.6,1021,2006,41.2,97.5
Montreal,"45.54130290954988, -73.56185828349187",530,5.6,2.2,1715,1990,63.6,95.9
Montreal,"45.53985222792305, -73.55619567190065",1373,6.0,2.6,1967,1992,57.4,95.0
Montreal,"45.5399530658441, -73.55391035707774",535,3.8,2.4,2303,1993,62.3,94.1
Montreal,"45.540462120993745, -73.55068579279487",331,3.3,2.5,1777,1992,44.0,97.6
Montreal,"45.54274890431088, -73.65197938235552",508,4.6,2.6,2484,1976,65.2,90.5
Montreal,"45.54489411843983, -73.64792203584109",339,3.9,1.6,1845,1991,45.4,92.9
Montreal,"45.542751462628715, -73.64492798221815",1271,4.1,2.0,2362,1981,55.7,95.6
Montreal,"45.543301517810356, -73.64166102488252",1319,5.5,2.9,2093,1974,71.6,90.8
Montreal,"45.5433906077315, -73.63805182400115",1275,4.2,2.8,1328,1998,42.1,86.7
Montreal,"45.54182870392739, -73.63338368471443",728,5.9,2.6,1059,2001,72.8,96.1
Montreal,"45.54195585493553, -73.62937346621604",1058,5.4,2.2,2447,1999,46.3,89.2
Montreal,"45.542237714264914, -73.62708523136256",1295,3.3,1.7,1598,1984,42.0,89.0
Montreal,"45.54253047314379, -73.62361996745392",1107,4.6,1.9,1848,1988,70.0,89.4
Montreal,"45.54206206149468, -73.6187538245836",895,3.4,1.7,1977,2006,42.9,91.1
Montreal,"45.541768113304855, -73.61691237839095",1089,4.4,2.4,1634,2007,53.2,97.2
Montreal,"45.54469076317865, -73.6146859961309",784,3.1,2.5,1450,1995,59.9,93.4
Montreal,"45.54274828444164, -73.61026415938122",875,3.9,2.1,2243,1997,73.3,91.3
Montreal,"45.542770280317974, -73.60518461038542",374,3.7,1.8,2037,1990,48.9,95.6
Montreal,"45.542127191805164, -73.60457506505793",455,3.3,2.3,1229,2004,41.7,88.0
Montreal,"45.54149435856343, -73.60042181597885",428,3.7,3.0,1611,1981,79.9,97.6
Montreal,"45.54430902928108, -73.59506267542545",857,5.3,2.9,2202,1983,52.0,86.5
Montreal,"45.54197458333769, -73.59453736563678",766,4.8,2.8,832,1971,77.0,92.3
Montreal,"45.543250513274266, -73.58933902841858",320,4.4,1.9,1650,1974,47.2,91.0
Montreal,"45.54239653181391, -73.58698228537573",775,4.3,2.6,1655,1977,62.1,94.3
Montreal,"45.543533828024934, -73.5821340529914",620,5.3,1.5,1838,1995,78.6,96.4
Montreal,"45.54419061716778, -73.5807004492059",910,3.4,2.6,2459,1982,47.3,95.8
Montreal,"45.54439090417168, -73.57513960054318",1494,5.7,2.8,1769,1997,65.1,92.6
Montreal,"45.5433407676635, -73.57163908833041",821,3.6,3.0,2124,1981,41.2,87.4
Montreal,"45.544705584987774, -73.57044460597243",1369,5.2,2.1,2046,1994,68.7,97.4
Montreal,"45.5417722644694, -73.56823514832676",931,4.3,2.4,948,1986,72.1,89.9
Montreal,"45.54141794216016, -73.56471116537817",816,3.1,2.6,2112,1981,50.5,95.5
Montreal,"45.54333333705903, -73.55893046019422",1128,5.6,1.5,2486,1977,62.3,97.1
Montreal,"45.5422793530738, -73.5559534253926",1262,5.5,3.0,2153,2009,59.8,87.1
Montreal,"45.542701897326005, -73.55142757922617",315,4.3,2.9,1699,1978,58.6,88.2
Montreal,"45.54428305955752, -73.55026268594025",1197,5.7,2.9,1158,1980,47.4,93.2
Montreal,"45.545824533182845, -73.65005628302448",406,4.6,1.9,1401,2004,40.3,86.3
Montreal,"45.54771026625521, -73.64767567746985",419,5.9,2.0,1990,1976,63.9,89.5
Montreal,"45.54527664956637, -73.64328837399125",748,4.7,1.9,2473,1978,51.9,95.4
Montreal,"45.545664533812236, -73.63893308958069",618,5.2,2.6,1401,1980,77.7,89.9
Montreal,"45.54812333388915, -73.63468963842489",1206,4.6,2.1,2193,2007,45.8,90.7
Montreal,"45.54565608415007, -73.6320508956682",719,3.2,2.6,881,1979,69.2,90.2
Montreal,"45.54546031650327, -73.62917415640406",802,4.3,3.0,1184,1993,58.0,89.8
Montreal,"45.54790647654046, -73.62586208685049",808,5.8,2.8,1107,1980,54.9,94.8
Montreal,"45.54667600244118, -73.62460858033532",836,4.9,2.5,871,1985,68.3,85.5
Montreal,"45.54863687334026, -73.6196352152041",788,3.6,2.7,1316,1979,57.2,94.0
Montreal,"45.547204575433796, -73.61774912989775",528,5.3,1.8,1645,2006,71.7,93.2
Montreal,"45.54519584991737, -73.61517986760714",956,4.3,2.3,2364,1981,45.4,87.8
Montreal,"45.54862826185004, -73.6082836066739",409,3.8,2.3,1429,1978,73.2,97.6
Montreal,"45.54637187857482, -73.606200797234",1383,5.9,3.0,2427,2008,76.9,89.9
Montreal,"45.54503040838831, -73.60512951187152",454,3.6,2.5,2275,2000,65.2,92.2
Montreal,"45.546295855428525, -73.60077421621381",1033,4.5,2.2,1943,1971,46.6,92.7
Montreal,"45.54719990656714, -73.59774095607136",1019,5.0,2.7,1859,2000,64.1,95.1
Montreal,"45.546011378072485, -73.59341655238286",426,3.2,1.6,974,1983,41.2,87.2
Montreal,"45.54670612143756, -73.589424507378",987,5.8,2.9,1189,2004,61.4,86.3
Montreal,"45.54588382662664, -73.58758968230993",1196,4.7,2.5,1660,1989,75.7,92.6
Montreal,"45.54578889042963, -73.58392923527822",1432,5.8,2.3,1650,1983,49.7,91.1
Montreal,"45.5463389634663, -73.58072063646033",788,4.3,2.6,1737,1972,62.9,94.8
Montreal,"45.54485689224348, -73.57850311015048",1158,3.6,2.3,2345,1974,42.1,87.0
Montreal,"45.54487518921476, -73.57235431451635",1222,5.3,2.5,1989,1974,62.1,97.8
Montreal,"45.54551457687076, -73.57011176734328",674,5.1,2.2,924,1972,54.2,85.3
Montreal,"45.54830059456646, -73.56826361986704",462,5.1,2.3,1192,1984,52.6,87.0
Montreal,"45.54540602667885, -73.56154002059029",719,5.2,2.3,2449,1990,49.0,96.6
Montreal,"45.54612099163734, -73.5607825732198",739,5.8,2.1,1094,2005,45.7,85.1
Montreal,"45.54505421555049, -73.55861202033311",369,5.3,1.7,1622,2002,54.5,86.3
Montreal,"45.54687373957347, -73.55188543625283",836,5.9,1.9,1141,1979,74.5,90.2
Montreal,"45.54599151360076, -73.54903483158915",382,4.3,1.7,2447,1991,67.3,94.9
Montreal,"45.549445539854254, -73.64888476676974",1487,4.0,2.1,1381,2004,52.4,93.2
Montreal,"45.55011544825449, -73.64718029752657",320,4.7,1.9,2209,1988,71.0,86.4
Montreal,"45.55060099337327, -73.64449320012578",375,3.4,2.0,1642,1994,77.0,97.0
Montreal,"45.549536197426534, -73.63845122480076",1286,5.0,2.3,2492,1975,51.2,85.6
Montreal,"45.54852194162099, -73.63569631691968",925,5.4,2.3,2062,2007,57.4,89.9
Montreal,"45.54848141738894, -73.632987087509",693,4.9,2.9,1603,2009,75.1,87.8
Montreal,"45.55164870732677, -73.62938257936189",1214,3.5,2.3,1020,2000,54.2,90.9
Montreal,"45.548761734401964, -73.6258480264511",743,3.3,2.9,2272,1997,64.7,96.2
Montreal,"45.551702002558066, -73.62503381492868",706,3.2,1.8,1750,2000,58.0,87.0
Montreal,"45.550186316091384, -73.620628408125",1299,3.8,2.1,2051,2009,45.5,97.8
Montreal,"45.55090140263659, -73.61470808820643",636,3.4,1.9,1438,2002,72.8,93.0
Montreal,"45.54880799646775, -73.61245025546887",700,5.3,2.5,1848,1975,56.4,86.3
Montreal,"45.54817524442458, -73.61123317308967",1287,4.2,2.4,1135,1978,47.3,88.7
Montreal,"45.55020198272799, -73.60765656463629",488,3.9,2.5,1753,2003,63.6,91.0
Montreal,"45.55150830137012, -73.60191958015623",827,4.6,2.7,1329,1974,69.0,90.2
Montreal,"45.551627259390365, -73.59809949537076",1061,5.2,2.4,1288,1990,65.5,89.0
Montreal,"45.551579652111705, -73.59687273778627",1448,3.7,3.0,833,2002,60.1,94.8
Montreal,"45.55086930349819, -73.59168993661494",1426,3.2,2.0,1930,2000,42.4,87.6
Montreal,"45.5482708339835, -73.59032398335565",1026,5.0,2.5,1527,2007,51.3,93.4
Montreal,"45.55172532930828, -73.58665118895598",1390,4.1,2.8,1378,2010,43.6,94.8
Montreal,"45.5480874995937, -73.58293671868421",1050,4.4,3.0,1966,1992,55.1,85.5
Montreal,"45.55078682491086, -73.58148426305384",964,4.9,2.1,1351,1985,43.2,90.4
Montreal,"45.548181780903214, -73.57640196759321",1243,4.4,2.6,2387,1994,55.6,94.5
Montreal,"45.55117756152071, -73.57255811999669",750,3.4,2.3,1065,2002,77.2,95.7
Montreal,"45.550962860787344, -73.57041002468779",1063,5.7,2.1,1351,2004,67.6,96.0
Montreal,"45.550738777116905, -73.56518564378678",1111,5.8,1.6,1569,1976,41.0,88.3
Montreal,"45.551886153670395, -73.56467126045314",531,5.6,2.6,2111,1984,55.1,90.6
Montreal,"45.55100291116563, -73.5604633983206",1096,3.7,2.0,1531,1972,65.8,89.9
Montreal,"45.5511174886939, -73.55706327082889",1007,4.2,2.1,1278,2007,63.5,97.0
Montreal,"45.54908597675582, -73.55459706797191",411,3.3,2.5,1614,2001,58.9,96.7
Montreal,"45.54864001222169, -73.55112876911187",514,5.8,3.0,1515,1980,70.0,94.0
Montreal,"45.55412022032367, -73.64848337993239",1188,3.1,2.2,1037,1989,67.8,85.3
Montreal,"45.55449592084228, -73.64684490271895",443,3.5,2.2,2213,1984,69.5,91.2
Montreal,"45.5541643494185, -73.64323304052377",796,3.4,2.7,2466,1991,54.1,97.9
Montreal,"45.55254697401879, -73.64111865468931",1357,5.6,1.5,1430,1989,42.7,91.8
Montreal,"45.554166352150894, -73.63645806298298",592,4.9,1.9,1152,1983,51.1,92.0
Montreal,"45.55201776972087, -73.63515088346998",1459,3.2,2.8,2279,2002,40.9,90.1
Montreal,"45.55228620043273, -73.63184363729836",963,5.0,2.2,1589,1990,42.1,86.3
Montreal,"45.55192589123871, -73.62513225677775",947,4.4,2.9,1861,1981,48.2,86.0
Montreal,"45.55504232516288, -73.62425159391145",1162,4.3,2.5,1048,1977,59.3,85.7
Montreal,"45.55449581860656, -73.61943034750283",1289,3.7,2.8,2214,2006,77.5,97.8
Montreal,"45.552329365630634, -73.61537302559982",730,3.8,2.0,2097,1987,53.3,89.0
Montreal,"45.55347171302983, -73.61532773348742",1460,4.8,2.5,2007,1994,50.3,92.7
Montreal,"45.55272318092881, -73.60957936185682",1203,4.0,2.7,1065,2005,68.5,89.9
Montreal,"45.55280977398131, -73.60833368204197",690,5.2,2.1,2148,1984,51.6,88.0
Montreal,"45.55415518020244, -73.60313623304376",910,5.5,2.3,1481,1999,74.5,86.4
Montreal,"45.55422165169717, -73.60036662847106",519,5.9,2.7,952,1976,42.2,95.2
Montreal,"45.5537792614687, -73.59736812610471",1345,5.9,2.9,1774,1990,76.9,96.1
Montreal,"45.55156238705792, -73.59206964470911",733,5.1,1.8,1018,1990,76.0,96.1
Montreal,"45.55462906047768, -73.59112288162916",1031,4.4,1.7,1494,1977,52.7,91.9
Montreal,"45.555194243191075, -73.58795972571008",542,3.9,2.7,1094,1976,48.6,96.3
Montreal,"45.55521975215323, -73.58318377855447",525,3.3,2.4,1711,1984,74.2,89.5
Montreal,"45.55524838288232, -73.57888725602808",423,5.2,2.3,1249,1996,45.6,95.6
Montreal,"45.554455386079844, -73.57824089573654",1421,4.3,2.3,890,1972,53.6,90.2
Montreal,"45.55431641248926, -73.57380540942314",536,3.8,2.2,831,1974,48.6,97.8
Montreal,"45.55394863220823, -73.56851989684623",624,5.2,2.6,2181,1986,52.8,89.3
Montreal,"45.553870555498335, -73.56646315545223",486,5.4,1.6,889,1990,75.4,94.2
Montreal,"45.554600721451905, -73.56445077718324",644,3.2,2.2,1397,1990,76.1,97.5
Montreal,"45.55240850734325, -73.55967334480196",1261,4.1,1.8,2161,1983,54.6,87.5
Montreal,"45.5545642651774, -73.55565507587605",612,4.8,2.1,1007,1976,79.7,95.8
Montreal,"45.551955899241946, -73.55440644076278",1395,5.1,1.9,1114,2000,55.6,92.6
Montreal,"45.55423847782912, -73.55052543997323",773,3.7,2.4,1648,1977,57.1,96.0
Montreal,"45.558275339240204, -73.6516252357514",1280,3.1,3.0,2009,2001,58.3,85.1
Montreal,"45.55539272084214, -73.6479265545761",1293,3.7,2.5,2013,1991,43.3,89.9
Montreal,"45.55811607535212, -73.64457789364748",1276,5.0,1.6,1754,1998,61.1,96.1
Montreal,"45.556628740199706, -73.63908208003103",1006,5.7,2.3,1856,1975,48.2,89.3
Montreal,"45.55725692375348, -73.63858247745107",1115,5.1,2.5,2351,1976,62.7,97.2
Montreal,"45.5553183412617, -73.634622396256",758,5.2,2.4,1929,1986,62.2,85.8
Montreal,"45.55624345600666, -73.62956871169247",396,5.9,2.8,1377,1997,74.6,91.8
Montreal,"45.55494448314538, -73.62837847190818",1198,5.1,2.6,1771,2004,71.0,88.7
Montreal,"45.55564768200482, -73.62169680911367",1358,5.7,2.3,1471,2002,65.3,97.7
Montreal,"45.558548208526844, -73.62159906480538",1255,4.4,2.9,2394,2005,54.7,96.6
Montreal,"45.55677378086658, -73.61575960816691",1415,4.9,2.6,2374,1981,48.3,95.4
Montreal,"45.557898637573274, -73.61292015926739",1433,4.8,2.0,1280,2005,59.3,95.8
Montreal,"45.5561781671857, -73.61191713633805",1388,5.2,2.2,1782,2009,69.6,91.8
Montreal,"45.557972915659754, -73.60561288364241",1383,5.8,1.7,954,1999,52.7,96.2
Montreal,"45.557244595118405, -73.60515837316318",982,3.7,1.8,1879,1998,78.1,87.1
Montreal,"45.5556600384445, -73.60166561781561",1057,4.3,2.3,2062,2003,53.9,85.2
Montreal,"45.55523720908975, -73.59615712916057",1006,5.0,1.7,2329,2006,42.4,91.9
Montreal,"45.55472065428274, -73.59146789028219",401,5.7,1.6,1974,2009,41.0,96.6
Montreal,"45.558497137431054, -73.5915746442216",858,5.7,1.8,1909,1972,72.7,86.2
Montreal,"45.55761119270776, -73.58731310699822",757,3.2,2.3,1558,1995,63.8,95.4
Montreal,"45.557496489686315, -73.58452404676459",921,5.4,2.6,2080,1980,78.0,87.1
Montreal,"45.5565883683888, -73.57974859506213",663,4.2,2.7,1457,1971,55.4,96.9
Montreal,"45.55644397145953, -73.57801408889968",1097,3.7,1.6,1480,1979,53.4,89.7
Montreal,"45.55599369194544, -73.5747152800388",920,5.3,1.5,2326,1995,60.0,89.8
Montreal,"45.55489016869297, -73.5692318352083",309,4.3,2.9,1805,1991,63.8,97.1
Montreal,"45.55717661007872, -73.56817436460591",1460,3.0,1.6,2010,1976,76.0,97.4
Montreal,"45.5579663662725, -73.56492207208639",1352,4.4,1.6,1345,1972,75.2,94.6
Montreal,"45.555853620631574, -73.55995383033495",523,4.1,1.8,1419,1997,53.0,94.9
Montreal,"45.55801260020579, -73.55809932656085",603,3.1,2.4,955,1997,76.3,95.6
Montreal,"45.5583153345155, -73.55523732985377",938,4.8,1.9,933,1994,77.9,94.6
Montreal,"45.55637520839925, -73.55141049395938",498,5.8,1.7,1257,1972,43.9,94.4
Montreal,"45.56062145838997, -73.65109646243091",587,5.6,1.9,1996,1986,59.9,93.2
Montreal,"45.56151596041573, -73.6471276914372",1475,4.9,1.7,1476,2003,77.7,97.2
Montreal,"45.56153689565405, -73.64204219385283",388,4.6,2.8,2488,1986,77.3,86.1
Montreal,"45.55844963468587, -73.64132176375416",950,3.8,1.9,1106,1973,56.7,96.9
Montreal,"45.558440542615195, -73.63825972164801",1422,3.1,1.9,2277,2008,63.8,93.4
Montreal,"45.56182339627391, -73.63390410171719",437,4.5,2.7,1905,1975,77.2,92.9
Montreal,"45.56046278707188, -73.6315265961182",1476,5.2,2.2,2125,1982,50.8,97.4
Montreal,"45.56169327842965, -73.62498717225338",831,5.9,2.4,1662,2004,43.5,96.7
Montreal,"45.56158234596382, -73.62291530780541",1255,5.0,1.8,2146,1975,54.5,85.1
Montreal,"45.5587122711071, -73.61987807743743",1141,4.9,2.0,2383,1997,46.4,86.7
Montreal,"45.56039844593946, -73.61594893341983",849,4.3,2.9,1063,2000,53.7,95.7
Montreal,"45.55860088014284, -73.6126642397934",595,5.1,1.7,2398,1993,78.1,88.7
Montreal,"45.55920625506713, -73.60872974982003",579,5.1,2.7,2368,1970,46.1,93.3
Montreal,"45.559393542733055, -73.60825097641535",1389,5.9,2.7,1196,1995,62.8,87.4
Montreal,"45.56166493742166, -73.60268640647226",1279,5.6,1.6,1640,1976,50.0,96.9
Montreal,"45.561731527336406, -73.59875712234059",872,5.3,2.8,1120,2010,60.8,96.1
Montreal,"45.56084522672888, -73.59836118869616",879,4.0,2.4,843,1970,64.5,92.6
Montreal,"45.558008715059216, -73.59160095353987",1298,4.1,2.6,1056,1984,78.4,88.5
Montreal,"45.55859457179242, -73.58937658351223",618,5.3,2.3,1657,1987,79.2,94.9
Montreal,"45.559281024013394, -73.58710426836869",388,5.3,2.1,1523,1987,41.0,95.8
Montreal,"45.560885373854546, -73.58219114895732",1137,3.9,2.5,2023,2004,58.1,86.0
Montreal,"45.55991372805282, -73.58173074546119",895,3.2,2.8,1421,1999,70.4,95.2
Montreal,"45.560311371518004, -73.5748283254089",526,6.0,2.2,1359,2008,60.6,89.9
Montreal,"45.559113904569884, -73.57497154525947",612,3.7,2.1,2321,1997,78.2,90.9
Montreal,"45.56197908673071, -73.5712725106547",1083,3.5,2.4,2312,1973,75.0,96.7
Montreal,"45.55954006959059, -73.56738940354703",792,5.3,1.9,2112,1976,47.5,91.8
Montreal,"45.55969532827977, -73.56255964999478",735,3.1,2.2,1004,1995,71.2,96.4
Montreal,"45.55965577738291, -73.55882599363814",553,5.0,2.7,1467,1992,78.2,90.8
Montreal,"45.559333860580274, -73.55545810295311",403,5.7,1.9,2021,1975,43.9,89.0
Montreal,"45.56061581688886, -73.55434970084677",988,4.6,1.9,2125,1973,78.1,91.4
Montreal,"45.559674638526126, -73.55001159082238",959,4.6,1.5,2299,1972,71.7,94.4
Montreal,"45.56346841592071, -73.64987010227037",1156,3.1,1.6,1844,1991,46.7,88.9
Montreal,"45.56461895012548, -73.64712815765292",479,4.9,2.6,2410,1989,49.3,96.9
Montreal,"45.56365718908255, -73.64364597028911",733,5.4,1.6,906,2004,71.4,90.0
Montreal,"45.563644839091396, -73.63922600418891",1393,3.3,2.0,2281,2000,78.8,96.3
Montreal,"45.564326467331824, -73.63585429341335",319,4.3,2.6,1451,1979,77.9,97.8
Montreal,"45.562274105609305, -73.6353218689103",602,4.2,1.8,1282,1980,75.9,86.9
Montreal,"45.56530895458213, -73.63193138139361",604,3.8,1.9,1119,2007,44.2,97.6
Montreal,"45.563566831205506, -73.62483620358108",792,4.6,1.6,2126,1977,41.2,91.3
Montreal,"45.56501694973638, -73.62509502377377",676,6.0,2.1,1972,1986,54.8,88.5
Montreal,"45.56273072347127, -73.6186049940035",742,3.4,1.6,1887,2001,64.9,97.0
Montreal,"45.56480042336718, -73.61539062485677",1203,4.4,1.6,1934,2004,77.6,86.1
Montreal,"45.56251212248585, -73.61475677236412",840,3.5,1.7,1409,1977,52.5,87.6
Montreal,"45.564746582156964, -73.60811272159424",317,4.9,2.1,1095,1972,52.7,96.9
Montreal,"45.56498514896893, -73.60769667703279",1200,4.6,2.9,1632,1982,53.8,94.1
Montreal,"45.564644620564316, -73.60510987066984",711,5.2,1.9,1942,1976,57.3,94.6
Montreal,"45.561884538584465, -73.59815179205847",939,4.9,2.3,1212,2004,69.0,86.2
Montreal,"45.56414918475776, -73.59715682353378",555,4.3,2.9,1593,1987,40.6,87.2
Montreal,"45.561438720862945, -73.59147368056303",719,5.3,2.2,1286,1988,51.3,96.4
Montreal,"45.562820070258404, -73.58919439294618",1016,3.6,2.1,1473,1971,71.2,85.6
Montreal,"45.563984322614914, -73.58837158548405",926,4.5,2.4,809,1973,54.7,96.3
Montreal,"45.56468308211149, -73.58185142542446",901,5.3,2.1,1729,1978,55.7,95.8
Montreal,"45.56145407625477, -73.58053902312692",907,3.9,1.6,1830,2009,42.6,95.9
Montreal,"45.561649306503284, -73.57835840548042",884,4.9,1.8,957,1985,58.8,89.2
Montreal,"45.56361006595188, -73.57207848829778",362,4.9,2.8,1920,1974,40.0,87.6
Montreal,"45.56193220223284, -73.57127030195386",1415,4.5,2.4,1443,1988,77.4,88.0
Montreal,"45.56430756508728, -73.56567423816936",1117,5.3,2.2,1766,1991,62.3,85.3
Montreal,"45.56412758903549, -73.56413530254949",497,4.8,2.1,1078,1978,50.5,97.7
Montreal,"45.56297942326633, -73.56065065203774",510,3.3,2.5,2318,2006,49.7,88.5
Montreal,"45.56445892096494, -73.55588567856907",321,3.8,1.9,1875,1970,58.3,86.7
Montreal,"45.562480409615574, -73.55470978398938",481,5.5,2.8,2050,2008,52.8,89.9
Montreal,"45.56485796190229, -73.55187152357088",1113,5.8,2.7,2263,2001,54.1,86.3
Montreal,"45.56767119838318, -73.64998681830883",733,4.8,2.6,1208,1973,48.7,90.2
Montreal,"45.56471013697177, -73.64533594628901",743,3.6,2.0,1628,2000,59.0,91.5
Montreal,"45.56738628084307, -73.64182942727842",1290,5.3,2.2,2286,1974,57.5,96.5
Montreal,"45.566883290351775, -73.63868192707723",1158,4.1,2.9,1236,1994,52.4,95.6
Montreal,"45.56834326758699, -73.6366591769167",521,3.0,2.7,1497,1971,73.2,86.1
Montreal,"45.56750407792809, -73.63363865228699",438,5.4,1.9,1492,1976,56.4,95.8
Montreal,"45.56529386921541, -73.6281075106832",478,3.0,1.8,867,1974,58.0,89.8
Montreal,"45.566752670845716, -73.62475496153182",1334,4.9,3.0,2078,1980,57.9,87.9
Montreal,"45.565167200090784, -73.62448587635953",418,3.3,2.6,1490,1970,40.2,97.8
Montreal,"45.567142841708346, -73.62112437434816",982,4.8,1.8,875,1975,73.6,89.3
Montreal,"45.56540144175756, -73.61568268371694",1022,3.3,2.1,909,2009,76.8,86.7
Montreal,"45.56690384381826, -73.61196648137538",572,4.3,3.0,1366,1994,61.6,86.6
Montreal,"45.56793290200907, -73.61012625561722",409,5.4,2.5,1510,2007,51.8,94.4
Montreal,"45.565919425308294, -73.60609910332943",375,3.8,2.2,1730,1992,59.7,88.4
Montreal,"45.56797568138581, -73.60467403589523",730,4.1,1.8,879,2004,53.8,95.7
Montreal,"45.56788002370909, -73.5994134112172",946,4.5,2.6,1326,2003,53.2,97.6
Montreal,"45.56544558902393, -73.5982330631384",1057,5.2,2.6,1461,1989,65.1,88.4
Montreal,"45.56497790097285, -73.59292057266497",768,3.1,2.2,1847,1974,58.4,96.6
Montreal,"45.56805310376492, -73.59188780456068",980,5.6,1.7,1681,1973,40.9,88.4
Montreal,"45.565795494392404, -73.58650039500675",849,4.5,2.7,1395,1999,57.0,97.2
Montreal,"45.564927943335334, -73.58294489031003",1402,3.4,3.0,1320,1979,75.3,96.7
Montreal,"45.56769275242815, -73.58076351954973",646,3.2,2.5,860,1989,62.5,97.3
Montreal,"45.56687343217537, -73.57611311082256",1448,5.5,1.9,2423,1998,64.6,89.8
Montreal,"45.56479613383334, -73.57425666128343",1202,5.2,2.8,1240,1986,54.0,89.4
Montreal,"45.56857331925343, -73.56974081274733",1323,4.1,1.9,1254,1983,43.3,96.9
Montreal,"45.56692162395477, -73.56550576385406",1324,5.3,2.2,1014,1987,76.9,91.4
Montreal,"45.564849389117406, -73.56407501216452",1450,3.8,2.9,1051,1978,59.0,88.8
Montreal,"45.56844070323235, -73.56196608507692",941,4.9,2.2,2486,2001,54.5,97.7
Montreal,"45.56609326324121, -73.55753705794734",776,3.5,2.3,1536,1978,44.4,87.4
Montreal,"45.56625921222072, -73.55455379850721",409,3.4,2.2,2417,1997,68.9,97.2
Montreal,"45.567674035749555, -73.54909724750054",1136,3.5,2.4,1463,1993,46.0,94.5
Montreal,"45.57189540297179, -73.64918937275783",902,3.4,1.8,1530,1980,53.2,87.0
Montreal,"45.56838951934371, -73.64703752042166",404,4.6,2.1,2177,1989,63.8,95.9
Montreal,"45.57096580536674, -73.64492932180062",1353,5.2,2.2,1910,1973,43.9,85.3
Montreal,"45.571229977332806, -73.64139925336767",462,5.1,1.7,2367,1999,70.4,90.6
Montreal,"45.570348702037215, -73.6371382197397",702,4.3,2.3,1600,1974,71.8,90.8
Montreal,"45.57034543281403, -73.6319252249488",1033,5.1,1.9,1755,1984,54.2,98.0
Montreal,"45.56916047752384, -73.63139384875649",626,4.6,1.6,876,2005,63.3,86.4
Montreal,"45.56985242489215, -73.62512585117541",762,4.5,2.1,1418,1977,43.7,88.1
Montreal,"45.56837316346028, -73.62245948250398",979,4.6,2.1,1484,2003,40.8,95.9
Montreal,"45.5715376082723, -73.61877009586449",971,4.9,1.5,1278,1981,75.6,92.2
