city,geo_location,primary_language,primary_language_percentage,secondary_language,secondary_language_percentage,avg_years_education,most_common_education,bachelor_or_higher_percentage
Montreal,"45.501366250132364, -73.59131764361744",Arabic,54.6,French,27.4,12.0,PhD,57.0
Montreal,"45.498072264510604, -73.58826460618246",English,43.4,Spanish,26.7,17.7,Associate Degree,42.9
Montreal,"45.499176578614836, -73.58319471800104",Mandarin,37.6,Spanish,25.7,14.9,Master,59.3
Montreal,"45.4995633980086, -73.58168965880061",English,36.5,Spanish,35.8,17.7,High School,55.4
Montreal,"45.501054356187915, -73.57595713409961",Arabic,38.0,French,26.1,16.5,Master,75.5
Montreal,"45.498613985909245, -73.57390098537472",English,30.1,Arabic,23.5,14.3,PhD,74.6
Montreal,"45.4988666897331, -73.57186222061834",English,54.1,Arabic,25.2,16.6,PhD,83.1
Montreal,"45.5007001765231, -73.56780200066838",French,57.4,English,19.5,17.7,High School,41.6
Montreal,"45.500786969454516, -73.56198732876872",English,51.8,Mandarin,19.3,14.1,Master,88.2
Montreal,"45.50124604730376, -73.55943595124297",French,61.6,Mandarin,14.0,15.1,High School,35.2
Montreal,"45.500865641732815, -73.55507862714619",Mandarin,32.1,Arabic,30.8,17.4,High School,27.8
Montreal,"45.49956247355611, -73.5541000363297",French,58.9,Spanish,16.0,17.7,High School,38.3
Montreal,"45.49820966102475, -73.55198133706901",Arabic,44.8,Spanish,43.8,16.4,Master,83.1
Montreal,"45.504422972114206, -73.64893154304619",English,44.6,French,21.5,17.5,High School,49.6
Montreal,"45.50504861554254, -73.64716808785275",Mandarin,48.1,Arabic,35.0,13.9,Associate Degree,50.2
Montreal,"45.50228749462565, -73.644967787613",French,46.3,English,26.9,17.0,Bachelor,72.7
Montreal,"45.50302006425543, -73.63804283750014",English,61.0,Spanish,19.9,13.4,Master,91.7
Montreal,"45.50268179990313, -73.63789805938761",Mandarin,37.0,French,26.1,14.0,PhD,63.6
Montreal,"45.50400913115531, -73.63445106192553",Arabic,31.5,Spanish,28.4,13.3,Master,66.3
Montreal,"45.50486247756371, -73.62881230333939",French,29.0,English,22.2,13.3,Master,53.1
Montreal,"45.504655135999045, -73.62799513511685",French,38.8,Arabic,29.0,16.6,Associate Degree,48.0
Montreal,"45.50200152235361, -73.62367061329347",Mandarin,32.1,Spanish,21.2,15.5,High School,36.5
Montreal,"45.50176406864769, -73.62069143413537",French,34.9,English,22.6,12.2,PhD,79.8
Montreal,"45.50358154980223, -73.61790847652283",Spanish,40.5,Mandarin,21.4,13.5,Bachelor,59.0
Montreal,"45.50216181059482, -73.61316652271961",Mandarin,68.0,French,18.9,16.3,Bachelor,60.8
Montreal,"45.50508902624531, -73.6115167841544",Arabic,48.9,French,32.6,18.0,Associate Degree,48.5
Montreal,"45.502188453280105, -73.607240361363",English,54.0,French,41.3,15.6,Bachelor,87.0
Montreal,"45.50202781956439, -73.60372477537432",Mandarin,36.5,English,35.2,17.8,Master,66.2
Montreal,"45.502598294218735, -73.60044325336179",Spanish,34.6,Arabic,19.2,16.7,High School,56.1
Montreal,"45.50316843706032, -73.59840260153041",Spanish,38.6,Arabic,32.0,12.3,High School,54.1
Montreal,"45.50459367289975, -73.59273355335125",Spanish,34.9,Mandarin,18.9,14.6,High School,48.2
Montreal,"45.50280925317736, -73.59173067492588",Mandarin,34.9,Arabic,31.5,16.4,High School,32.1
Montreal,"45.502207576754024, -73.58746052967209",Spanish,38.9,Mandarin,26.7,16.1,Master,70.5
Montreal,"45.50372880971927, -73.58140092336166",English,42.9,Mandarin,29.3,14.8,Master,52.5
Montreal,"45.50174058769283, -73.57985527387883",Mandarin,27.9,English,23.1,16.6,High School,18.3
Montreal,"45.50529545848336, -73.57526480653179",Spanish,43.2,French,24.0,17.7,Associate Degree,38.8
Montreal,"45.5020191697752, -73.57149719451583",English,52.5,Arabic,21.8,13.0,High School,42.7
Montreal,"45.50373280191395, -73.56807433642057",Mandarin,45.1,French,21.0,17.6,Bachelor,69.7
Montreal,"45.504118594797106, -73.56595506457712",French,87.3,Arabic,4.7,17.3,PhD,80.2
Montreal,"45.50522280074471, -73.56255845035713",English,37.9,Arabic,27.1,12.7,Master,72.5
Montreal,"45.502661519522725, -73.55945858619327",French,35.7,Spanish,32.7,16.5,PhD,83.1
Montreal,"45.50486920146209, -73.55739479876623",Spanish,57.9,English,14.9,17.4,Associate Degree,55.5
Montreal,"45.5047395501832, -73.55340481181737",English,37.1,Mandarin,30.8,14.8,Associate Degree,29.9
Montreal,"45.50267375420583, -73.54956586671138",Spanish,42.2,French,23.7,15.8,High School,48.3
Montreal,"45.50700681432433, -73.65047051440148",Spanish,39.9,English,31.8,12.9,Master,82.0
Montreal,"45.507229034485675, -73.64773696475714",Spanish,34.0,Mandarin,33.5,15.2,Associate Degree,44.0
Montreal,"45.5070165408563, -73.6413798098759",Mandarin,73.5,English,10.2,17.3,Associate Degree,49.1
Montreal,"45.50559709028466, -73.63953460530165",French,38.6,Arabic,38.5,16.8,Bachelor,77.2
Montreal,"45.50825378437214, -73.63743127215197",English,50.3,French,19.2,14.1,Associate Degree,26.9
Montreal,"45.50761831980234, -73.63230435035895",French,31.5,English,26.8,13.0,PhD,74.5
Montreal,"45.507145731580636, -73.63176030793377",Mandarin,51.3,Spanish,21.9,15.9,Master,64.2
Montreal,"45.50616476118064, -73.62748020774518",English,45.5,Spanish,26.3,16.5,Bachelor,61.7
Montreal,"45.505273349008235, -73.62451579201296",French,23.7,English,23.0,14.0,High School,30.5
Montreal,"45.5048182935289, -73.61830636344179",Spanish,34.3,English,30.2,12.7,PhD,59.9
Montreal,"45.50705896742111, -73.61488316067725",French,81.0,English,14.8,14.7,PhD,69.7
Montreal,"45.50762368921073, -73.61401857392586",Spanish,42.0,French,27.4,13.5,Associate Degree,32.3
Montreal,"45.5057791724399, -73.60942559171357",French,52.2,Spanish,26.3,17.8,PhD,93.4
Montreal,"45.50770864219585, -73.60658317522828",Arabic,39.4,French,23.2,12.9,Associate Degree,12.0
Montreal,"45.5085769366845, -73.60274114763303",Arabic,51.4,English,26.8,12.5,Associate Degree,29.6
Montreal,"45.505820487084506, -73.60190522667082",Arabic,36.4,French,32.3,17.1,Bachelor,81.6
Montreal,"45.50805440604884, -73.59734158557625",Mandarin,34.9,French,28.3,16.2,Master,70.5
Montreal,"45.50563566260156, -73.59317608632483",English,35.8,French,25.6,17.7,High School,46.8
Montreal,"45.508293194897504, -73.58933997592365",Spanish,40.4,English,31.7,12.4,Associate Degree,53.6
Montreal,"45.50566001886531, -73.58591726731173",Spanish,31.4,English,29.8,14.7,PhD,67.8
Montreal,"45.50754467554557, -73.58290108054261",Arabic,41.7,English,19.3,15.8,Bachelor,79.6
Montreal,"45.506192610348904, -73.58071345203568",Spanish,51.9,French,25.8,14.0,PhD,59.8
Montreal,"45.5064361102272, -73.57864249602761",French,49.5,Spanish,41.4,14.3,PhD,71.4
Montreal,"45.508146133626255, -73.57505339365343",French,40.7,Arabic,35.3,14.8,PhD,78.2
Montreal,"45.505436528455775, -73.5694625321629",Spanish,36.5,Mandarin,19.8,13.8,High School,33.5
Montreal,"45.505232794710146, -73.5678497866156",Spanish,74.5,English,10.2,13.5,High School,37.0
Montreal,"45.50503370423636, -73.56296281072848",Mandarin,34.9,Spanish,18.7,12.7,PhD,47.7
Montreal,"45.50799155018117, -73.55827274923908",Mandarin,36.4,Spanish,24.4,17.3,Associate Degree,40.9
Montreal,"45.50561190717938, -73.55835400861224",French,48.8,English,34.4,14.7,High School,35.1
Montreal,"45.50756662308575, -73.55408748145409",Arabic,32.5,Spanish,30.9,13.8,High School,56.2
Montreal,"45.507553361729705, -73.55102030016708",English,76.4,Mandarin,6.6,13.8,Bachelor,67.1
Montreal,"45.508705742019586, -73.65100412227801",Arabic,57.8,French,14.0,16.1,High School,57.8
Montreal,"45.509141411560066, -73.6468735818972",Spanish,43.3,Mandarin,21.2,16.7,PhD,67.6
Montreal,"45.51054241508845, -73.64424589019431",Spanish,54.4,Mandarin,19.2,16.7,Master,68.6
Montreal,"45.51112515570167, -73.64167993611244",Spanish,48.2,Arabic,16.6,15.4,Associate Degree,51.6
Montreal,"45.51189022080182, -73.63707368877398",English,54.7,French,25.3,12.3,High School,22.8
Montreal,"45.50867106415244, -73.63356782904995",French,62.5,Mandarin,22.3,16.3,Master,87.4
Montreal,"45.51002117021708, -73.6290602875819",Arabic,40.3,French,26.1,17.7,Bachelor,81.7
Montreal,"45.51104129785764, -73.62538825143514",Arabic,31.8,French,28.6,16.2,Bachelor,50.4
Montreal,"45.51117423440462, -73.6252540890248",English,56.4,Spanish,22.0,14.9,Associate Degree,34.6
Montreal,"45.50952567724667, -73.61858383115879",Spanish,37.3,Arabic,29.3,14.9,High School,35.9
Montreal,"45.5110354332896, -73.61498053667049",English,32.9,Spanish,31.6,17.4,Associate Degree,24.0
Montreal,"45.5103807334464, -73.61472213849764",Arabic,62.3,English,26.3,16.4,High School,43.5
Montreal,"45.51090659294056, -73.6109708331114",Arabic,44.6,Spanish,30.2,15.1,Associate Degree,37.5
Montreal,"45.5098546049388, -73.60685225424321",English,28.9,French,26.9,13.4,High School,58.1
Montreal,"45.50950058753973, -73.60290923190671",Mandarin,41.5,French,32.7,16.9,PhD,66.2
Montreal,"45.50828775859872, -73.60145337460294",Mandarin,31.9,French,25.4,17.9,Bachelor,92.9
Montreal,"45.50987703392493, -73.59804776884368",French,55.4,Arabic,26.1,17.9,PhD,87.4
Montreal,"45.50875850325835, -73.59528199624434",French,67.5,Mandarin,15.4,15.5,Bachelor,53.7
Montreal,"45.5100027992347, -73.58909861849624",Mandarin,40.6,Arabic,36.6,12.8,PhD,68.4
Montreal,"45.50996581487073, -73.58496390238159",Arabic,39.2,French,27.7,16.0,PhD,58.5
Montreal,"45.51176113994105, -73.58145136278642",French,31.8,Spanish,22.4,16.4,Master,64.8
Montreal,"45.5094925795908, -73.5800417955426",Mandarin,85.5,Arabic,5.1,17.9,High School,43.1
Montreal,"45.5105641948875, -73.57631343064493",Mandarin,50.6,Arabic,24.5,12.1,Bachelor,59.7
Montreal,"45.50963515033975, -73.5751780257426",French,51.0,English,16.0,13.3,PhD,80.0
Montreal,"45.511686412993804, -73.5704606959542",Mandarin,32.3,English,30.3,13.8,Master,65.3
Montreal,"45.5102624343682, -73.56788975386532",Mandarin,43.0,Spanish,30.6,17.4,Bachelor,89.5
Montreal,"45.509745191781434, -73.56431229966567",French,63.7,English,11.8,14.9,High School,57.4
Montreal,"45.51165234398101, -73.55911101882612",Arabic,48.1,Mandarin,22.3,17.8,High School,60.1
Montreal,"45.51003843345371, -73.55671217929417",English,41.8,Arabic,36.4,16.7,PhD,87.9
Montreal,"45.51075395758057, -73.55254751168516",Arabic,42.9,Spanish,34.9,16.2,PhD,71.3
Montreal,"45.51060362533883, -73.54829392497467",Arabic,70.9,French,10.2,16.7,Associate Degree,36.5
Montreal,"45.514275990155745, -73.65103058852323",Spanish,42.9,Mandarin,31.1,12.1,PhD,44.1
Montreal,"45.511471363621595, -73.64541416102566",French,31.8,Spanish,29.4,16.9,PhD,47.0
Montreal,"45.51385714418809, -73.64262763093825",French,39.2,Mandarin,32.5,15.7,Associate Degree,36.9
Montreal,"45.51412321902312, -73.63941866585172",Arabic,39.6,Spanish,29.4,13.2,Bachelor,73.4
Montreal,"45.51237865612722, -73.63684478358594",English,59.7,Mandarin,15.8,16.7,High School,40.2
Montreal,"45.514057599270764, -73.63431618119536",French,39.3,English,23.5,13.4,Associate Degree,46.5
Montreal,"45.51374193064109, -73.62819288701826",Spanish,57.5,Mandarin,26.2,17.7,Bachelor,87.3
Montreal,"45.51469939693296, -73.62861731711675",French,28.6,Arabic,24.2,17.6,Bachelor,87.6
Montreal,"45.51441722207544, -73.62275574377045",Mandarin,61.1,Spanish,23.3,13.1,Bachelor,70.2
Montreal,"45.51500086474571, -73.62040933231395",English,39.2,Mandarin,30.8,14.2,Associate Degree,36.9
Montreal,"45.513677975047855, -73.61506268406669",Mandarin,37.6,French,24.7,13.2,Bachelor,63.9
Montreal,"45.51340748150875, -73.61457804032536",Arabic,41.9,Mandarin,25.9,17.0,PhD,76.2
Montreal,"45.51302511277296, -73.6086810017399",French,60.9,Arabic,16.8,13.5,Bachelor,57.6
Montreal,"45.51234481827493, -73.60745778840281",English,32.1,Arabic,30.6,16.4,Bachelor,62.7
Montreal,"45.51520406705737, -73.60269938909353",Arabic,69.2,Spanish,18.7,12.7,PhD,66.4
Montreal,"45.512864487774756, -73.60076808453398",Arabic,44.0,French,22.9,17.6,Bachelor,57.3
Montreal,"45.512979769301985, -73.59516106478598",French,38.8,English,33.7,15.4,High School,38.9
Montreal,"45.514243941650875, -73.59497783957593",French,43.8,Arabic,29.8,16.8,High School,47.3
Montreal,"45.51387805432795, -73.58889323554047",Mandarin,51.2,French,28.1,12.2,Bachelor,77.9
Montreal,"45.51271090458277, -73.58809581273987",Spanish,72.1,French,9.8,16.6,High School,32.4
Montreal,"45.514328253623134, -73.58161326586956",Mandarin,40.9,English,37.2,15.3,High School,50.9
Montreal,"45.51292521421211, -73.58076759862881",Arabic,37.3,Spanish,26.2,15.1,Associate Degree,34.1
Montreal,"45.51528143530593, -73.57540110915427",Arabic,58.3,English,17.2,17.1,High School,67.3
Montreal,"45.51133964764367, -73.5750539673535",Arabic,49.2,French,35.1,17.5,Bachelor,70.5
Montreal,"45.514118600162405, -73.56990015204498",Arabic,33.6,English,33.1,15.3,Bachelor,78.1
Montreal,"45.51395141810045, -73.56573449772306",English,40.3,French,34.3,16.6,Associate Degree,38.3
Montreal,"45.51201587035784, -73.56383472777844",Arabic,36.5,French,32.6,15.2,PhD,83.1
Montreal,"45.514149522119794, -73.5612079178844",English,37.7,Arabic,29.4,16.2,Bachelor,55.2
Montreal,"45.512061270659245, -73.55487273342081",Mandarin,45.6,Spanish,24.2,15.4,Bachelor,73.7
Montreal,"45.51313597647052, -73.55207585151356",Arabic,51.5,Spanish,26.1,17.9,PhD,98.0
Montreal,"45.51207588550054, -73.55176407174021",French,53.9,Arabic,39.8,14.8,Associate Degree,38.7
Montreal,"45.51539758426376, -73.6489633412602",Mandarin,51.7,English,16.4,12.8,Bachelor,52.9
Montreal,"45.515704074332604, -73.64505757351107",Arabic,34.9,Mandarin,22.4,13.1,PhD,71.4
Montreal,"45.51630183627528, -73.64282598381502",Spanish,34.4,Arabic,31.8,15.5,Associate Degree,31.1
Montreal,"45.517164352489786, -73.63852655203235",English,67.2,French,18.5,17.2,PhD,66.3
Montreal,"45.51533117119709, -73.63749416432523",English,43.0,Spanish,21.0,14.9,Master,81.9
Montreal,"45.516177580817285, -73.6342262845219",English,37.7,French,32.4,12.2,High School,48.0
Montreal,"45.51603527433762, -73.62965741439955",French,66.6,Arabic,19.2,15.5,Bachelor,66.9
Montreal,"45.51657825514133, -73.62597544829764",Mandarin,33.7,English,30.6,17.4,Associate Degree,25.1
Montreal,"45.515069903234924, -73.62508910746577",French,29.7,Mandarin,23.9,13.4,Associate Degree,48.6
Montreal,"45.51767386145259, -73.62197109336658",Mandarin,38.0,French,26.7,16.8,Associate Degree,38.4
Montreal,"45.516996448460894, -73.6147161913303",Spanish,53.5,English,22.4,16.0,PhD,56.3
Montreal,"45.5150540340705, -73.61324399515613",Mandarin,23.8,English,21.8,17.1,Associate Degree,41.1
Montreal,"45.514695714494856, -73.60958806051254",Spanish,52.5,Arabic,20.9,14.4,Master,55.7
Montreal,"45.51861425403641, -73.60562121078573",Mandarin,49.7,Arabic,21.3,17.2,Associate Degree,53.1
Montreal,"45.51839518019018, -73.60344040620059",Mandarin,45.2,French,30.0,12.6,High School,30.4
Montreal,"45.51601478653961, -73.60028218551467",French,43.0,English,41.7,12.2,PhD,81.5
Montreal,"45.516149807155585, -73.59510605788202",Mandarin,60.5,Spanish,26.1,13.1,Bachelor,72.9
Montreal,"45.518664447207705, -73.59206594456515",English,42.0,Mandarin,31.7,13.7,High School,19.2
Montreal,"45.51843063085361, -73.58933968685871",English,54.7,Mandarin,26.6,14.6,High School,32.4
Montreal,"45.516180409459594, -73.5884377004909",English,44.3,Spanish,26.3,14.8,High School,38.0
Montreal,"45.51609078360219, -73.58401231231869",Mandarin,60.4,Spanish,15.8,14.5,High School,41.0
Montreal,"45.515067376117, -73.58017232296257",French,42.4,Arabic,22.7,13.2,PhD,91.7
Montreal,"45.51745989974544, -73.57576578591758",French,46.3,Arabic,24.1,12.2,Associate Degree,54.2
Montreal,"45.51821854887182, -73.5747778812242",Spanish,39.7,English,25.4,13.3,PhD,94.2
Montreal,"45.51707430337239, -73.56852397887317",Mandarin,59.4,Spanish,34.6,12.4,PhD,65.8
Montreal,"45.5157845367874, -73.56586960818117",Spanish,42.7,Mandarin,39.3,14.3,PhD,62.0
Montreal,"45.51792687370127, -73.5638596137528",Mandarin,36.6,Spanish,29.0,12.4,Master,65.9
Montreal,"45.517140073449, -73.5593644955793",French,31.5,English,28.8,15.4,Master,93.0
Montreal,"45.516567464376934, -73.55701416029551",Spanish,34.6,Mandarin,34.4,13.5,PhD,83.2
Montreal,"45.51541840640713, -73.55138860771144",French,37.2,Mandarin,34.6,14.4,Associate Degree,53.9
Montreal,"45.518496855237345, -73.5487495238089",Arabic,36.7,Spanish,26.5,12.2,Master,90.3
Montreal,"45.51806652121645, -73.65055917755147",Spanish,30.0,English,29.2,15.9,Associate Degree,41.0
Montreal,"45.518183017133765, -73.64543643541926",English,52.6,Arabic,19.7,16.2,PhD,72.7
Montreal,"45.51930210079783, -73.64355610869627",French,53.8,Spanish,26.6,17.7,Master,65.2
Montreal,"45.52042705206527, -73.64039933923664",French,42.8,English,34.2,16.5,PhD,69.2
Montreal,"45.52045036938173, -73.63834118974164",Arabic,50.0,French,27.3,17.1,Bachelor,95.7
Montreal,"45.51971166512189, -73.63160739945548",Spanish,31.1,Arabic,28.0,16.9,Bachelor,87.8
Montreal,"45.52172337801684, -73.62805251414603",Spanish,46.4,Mandarin,42.8,13.6,Master,68.1
Montreal,"45.52142840000092, -73.6250458556185",English,37.0,Arabic,28.2,13.6,Master,58.4
Montreal,"45.52093711097196, -73.62415788144051",Spanish,39.0,Arabic,30.5,12.4,High School,45.1
Montreal,"45.5187803078208, -73.62142735422046",Mandarin,49.5,Spanish,36.2,15.3,High School,36.0
Montreal,"45.520080217715396, -73.61637909616675",French,43.8,Arabic,22.7,12.5,Master,83.5
Montreal,"45.52142721044173, -73.61331478687032",French,43.8,Spanish,28.8,12.6,Bachelor,62.0
Montreal,"45.51851144541794, -73.60881271695831",Arabic,38.6,French,32.3,13.6,Associate Degree,42.9
Montreal,"45.51920539321996, -73.60597441802433",English,35.5,French,34.1,13.0,PhD,67.4
Montreal,"45.52019498664103, -73.6018341902256",French,32.7,Spanish,32.2,16.7,PhD,76.3
Montreal,"45.51867221140553, -73.60021485319866",English,57.1,Mandarin,27.8,13.1,Bachelor,72.6
Montreal,"45.51846271456725, -73.5960160982249",Mandarin,38.6,Spanish,26.7,14.0,Associate Degree,43.4
Montreal,"45.518963606454236, -73.59448677004863",English,33.1,Arabic,27.2,14.8,Master,66.3
Montreal,"45.52101301008297, -73.5893610195905",Spanish,46.2,Mandarin,32.7,12.1,High School,52.0
Montreal,"45.51835772726255, -73.58692709303917",English,62.2,Mandarin,24.7,12.6,Master,66.3
Montreal,"45.52086306062428, -73.58469239222221",Arabic,47.3,Mandarin,27.2,15.0,High School,56.8
Montreal,"45.52171586943646, -73.57838940592457",Arabic,40.9,English,16.2,12.3,Bachelor,65.1
Montreal,"45.52106523529531, -73.5777851625268",French,37.7,English,30.4,15.0,High School,24.9
Montreal,"45.51903051417071, -73.57342812406168",Mandarin,41.3,Arabic,22.7,14.0,PhD,51.5
Montreal,"45.52159004353496, -73.5715076075594",Spanish,42.0,Arabic,18.1,13.8,PhD,95.2
Montreal,"45.51854302572974, -73.56652849345504",Mandarin,26.9,English,24.4,17.1,PhD,89.9
Montreal,"45.5209016576258, -73.56497156631562",Spanish,41.1,Arabic,26.1,12.1,PhD,52.6
Montreal,"45.52076713819304, -73.55851223757196",Mandarin,55.0,English,32.8,13.0,Master,87.9
Montreal,"45.521727119820596, -73.55560131711987",French,31.2,Arabic,27.6,16.4,PhD,70.8
Montreal,"45.52040271768167, -73.55275738717089",Mandarin,52.1,Spanish,28.4,17.6,Associate Degree,53.1
Montreal,"45.519508041289754, -73.54913022906354",French,27.8,Arabic,24.8,17.5,Bachelor,83.1
Montreal,"45.52427734328484, -73.65047339798052",French,35.9,Mandarin,34.7,13.1,Master,85.4
Montreal,"45.523901742143984, -73.64641906688712",French,44.1,Mandarin,31.7,16.1,Master,55.8
Montreal,"45.524757897380105, -73.64209954340558",Arabic,79.6,French,6.6,17.0,Bachelor,60.6
Montreal,"45.522227536676105, -73.64153724013892",Spanish,53.7,Mandarin,20.6,12.9,Master,58.3
Montreal,"45.5216840546959, -73.63831010895947",Arabic,60.3,English,13.8,16.1,Master,60.3
Montreal,"45.52429565820869, -73.63158449073073",Arabic,39.1,Mandarin,24.0,17.1,High School,26.6
Montreal,"45.52431180434253, -73.63153557510458",French,38.5,Spanish,29.0,13.0,High School,54.1
Montreal,"45.52280428143722, -73.6252533454305",Arabic,82.9,Mandarin,6.6,16.7,Master,78.2
Montreal,"45.52514960780879, -73.62302566596657",Spanish,60.2,French,29.6,16.4,Master,74.0
Montreal,"45.52134004729919, -73.62175246025355",French,30.1,Spanish,29.0,17.6,Master,68.6
Montreal,"45.523475745494856, -73.6152781922801",Spanish,41.8,English,19.1,16.0,PhD,65.8
Montreal,"45.525252731325935, -73.61405476137683",Mandarin,53.0,French,22.4,13.4,Bachelor,79.1
Montreal,"45.522793428703075, -73.60928279131848",French,36.7,Mandarin,32.7,17.2,High School,40.2
Montreal,"45.52451959454396, -73.60658766113727",Mandarin,37.7,Spanish,31.9,16.2,High School,46.5
Montreal,"45.52373980388813, -73.6044447671044",Mandarin,49.5,English,20.1,13.3,Bachelor,73.0
Montreal,"45.522914582868694, -73.59984682822667",French,36.9,English,29.3,12.4,Master,77.1
Montreal,"45.52317574441381, -73.59808786352029",French,62.4,Mandarin,21.0,14.3,High School,64.2
Montreal,"45.525104892968045, -73.59198446671509",English,29.8,Mandarin,22.9,17.7,Associate Degree,45.0
Montreal,"45.523332663993436, -73.59017686187782",Mandarin,46.7,French,26.0,13.4,Master,71.2
Montreal,"45.52373919498772, -73.5880831838723",Mandarin,39.9,Arabic,25.2,13.0,High School,56.6
Montreal,"45.52399473615038, -73.58212816631314",English,56.6,French,15.8,14.8,Master,64.4
Montreal,"45.524145200571446, -73.57960447876691",English,38.7,Mandarin,32.6,16.5,Master,87.9
Montreal,"45.52256889904049, -73.57470532621875",French,78.3,Spanish,6.4,16.8,High School,42.3
Montreal,"45.521827189384105, -73.57134593891558",French,53.4,Arabic,27.9,14.6,Bachelor,75.0
Montreal,"45.524159422404786, -73.57008686901237",French,39.9,Spanish,20.5,14.8,High School,51.8
Montreal,"45.52464808255083, -73.56668656456594",English,35.2,French,25.2,14.8,High School,47.8
Montreal,"45.524149895239866, -73.5638264988246",Mandarin,32.3,French,29.4,15.9,PhD,83.3
Montreal,"45.52525790451398, -73.56066742181324",Arabic,66.0,English,18.1,15.1,Master,80.0
Montreal,"45.524644872110585, -73.5578242143239",English,63.6,Mandarin,20.9,13.7,Bachelor,83.1
Montreal,"45.52426396574381, -73.55209165872459",English,67.6,Spanish,16.8,12.2,Associate Degree,44.8
Montreal,"45.52413496298797, -73.55178973478307",English,56.0,Arabic,22.9,13.1,PhD,69.1
Montreal,"45.52812839424936, -73.65128391907047",English,41.9,French,29.9,17.5,PhD,67.7
Montreal,"45.52661668527307, -73.64709943521126",French,46.5,Mandarin,23.7,17.7,High School,39.0
Montreal,"45.528604224835284, -73.64269633208974",French,51.5,English,16.4,17.5,Bachelor,56.5
Montreal,"45.528060739651096, -73.63803574714001",English,41.6,Mandarin,34.2,14.0,Master,89.1
Montreal,"45.52685843830483, -73.63731702607605",French,47.3,English,25.0,17.4,PhD,92.1
Montreal,"45.527378261411386, -73.63137207613345",Mandarin,40.6,Spanish,32.2,13.7,Associate Degree,45.1
Montreal,"45.52769752340688, -73.63043574762132",Spanish,41.9,French,38.3,16.6,High School,38.5
Montreal,"45.52677804440439, -73.62753450718674",Mandarin,36.8,French,28.2,12.4,Master,80.5
Montreal,"45.52745217192937, -73.62455296462672",Arabic,33.9,Mandarin,24.4,14.3,High School,49.4
Montreal,"45.52809167554621, -73.62042491018482",Spanish,65.7,Arabic,12.3,15.2,Bachelor,92.7
Montreal,"45.525190269400376, -73.61565760074681",Mandarin,39.8,English,32.3,13.6,PhD,93.1
Montreal,"45.52698820138571, -73.61211304618753",Spanish,51.1,Arabic,22.3,15.9,PhD,63.9
Montreal,"45.52806590554916, -73.60916164987373",English,44.8,French,23.5,17.7,PhD,53.2
Montreal,"45.52649679666722, -73.60801188879479",French,62.4,Arabic,21.7,16.7,Associate Degree,55.4
Montreal,"45.525216910504554, -73.60254951122953",French,52.0,English,40.9,15.6,Associate Degree,38.9
Montreal,"45.52583099294396, -73.60142070847124",Arabic,65.6,Mandarin,10.7,14.9,Associate Degree,11.2
Montreal,"45.52553921255879, -73.595673136596",French,63.6,Arabic,21.4,14.6,High School,50.2
Montreal,"45.527607942252885, -73.59529680327488",Mandarin,34.2,English,29.1,13.7,High School,52.1
Montreal,"45.5275704967138, -73.58969727161224",Arabic,41.5,English,37.5,17.9,Bachelor,57.2
Montreal,"45.52737993789073, -73.58471272991524",Spanish,39.8,French,25.5,16.7,Associate Degree,38.3
Montreal,"45.52525708850354, -73.58153174071562",French,38.6,English,25.3,15.7,Associate Degree,32.4
Montreal,"45.52637511092462, -73.57863335963582",Arabic,52.6,Mandarin,26.6,15.4,Bachelor,91.0
Montreal,"45.52837060801356, -73.57828247573906",English,51.2,Spanish,26.3,16.6,Master,68.0
Montreal,"45.52856330170653, -73.5746148018158",Spanish,43.5,English,20.0,14.9,High School,61.2
Montreal,"45.524876555128415, -73.56807889296067",Spanish,46.2,Arabic,23.2,13.2,Bachelor,76.9
Montreal,"45.52726705788588, -73.5662930971056",Mandarin,30.5,Arabic,25.7,16.6,High School,32.0
Montreal,"45.52854557456022, -73.56282544314695",Spanish,63.0,French,21.1,14.0,Associate Degree,44.4
Montreal,"45.52628264264995, -73.5618640286887",Spanish,81.6,French,8.3,16.5,PhD,71.6
Montreal,"45.525630088351065, -73.5567121630916",Mandarin,43.5,Arabic,24.0,15.6,Master,83.5
Montreal,"45.527418603090325, -73.55151511187833",Arabic,49.1,French,38.2,17.5,Associate Degree,8.2
Montreal,"45.52727785453434, -73.55049851343703",Arabic,43.3,Spanish,33.5,17.9,High School,48.8
Montreal,"45.53076717939947, -73.6488186991611",Spanish,38.8,Mandarin,26.9,17.5,High School,29.7
Montreal,"45.530634075405885, -73.64555574342221",Spanish,31.7,French,25.6,12.5,PhD,87.2
Montreal,"45.53145958315785, -73.6427320895876",English,45.7,Mandarin,24.5,12.1,High School,66.2
Montreal,"45.52910086416102, -73.63938721810445",English,44.0,Arabic,26.7,12.2,Master,64.5
Montreal,"45.5294692922238, -73.63818666512421",Mandarin,58.9,English,18.9,17.1,PhD,58.6
Montreal,"45.52833054796225, -73.6333764595695",Arabic,51.1,Mandarin,44.1,14.8,Associate Degree,46.0
Montreal,"45.53067516883935, -73.62996100600884",Mandarin,36.6,English,24.1,13.4,High School,42.9
Montreal,"45.52809210704526, -73.62637473903138",French,47.4,Spanish,19.7,17.3,Bachelor,78.0
Montreal,"45.53029052226184, -73.62423843410531",Mandarin,50.6,French,21.4,18.0,Bachelor,78.3
Montreal,"45.530981437179285, -73.61882262514256",French,67.6,Mandarin,17.8,15.1,High School,29.7
