city,geo_location,total_population,male_population,female_population,male_avg_age,female_avg_age,overall_avg_age,avg_household_size
Montreal,"45.51903051417071, -73.57342812406168",4940,2291,2649,41.4,41.0,41.2,3.1
Montreal,"45.52159004353496, -73.5715076075594",1649,817,832,31.3,38.4,34.9,3.2
Montreal,"45.51854302572974, -73.56652849345504",1486,711,775,34.0,30.2,32.0,3.9
Montreal,"45.5209016576258, -73.56497156631562",1771,821,950,27.6,30.4,29.1,3.5
Montreal,"45.52076713819304, -73.55851223757196",2196,1081,1115,37.2,42.7,40.0,3.7
Montreal,"45.521727119820596, -73.55560131711987",3909,1898,2011,32.4,38.9,35.7,4.5
Montreal,"45.52040271768167, -73.55275738717089",1171,633,538,28.0,25.8,27.0,2.7
Montreal,"45.519508041289754, -73.54913022906354",2030,928,1102,33.4,31.2,32.2,4.4
Montreal,"45.52427734328484, -73.65047339798052",4247,2064,2183,30.5,34.4,32.5,3.3
Montreal,"45.523901742143984, -73.64641906688712",4137,1927,2210,36.0,30.0,32.8,3.8
Montreal,"45.524757897380105, -73.64209954340558",1381,753,628,27.9,38.5,32.8,4.0
Montreal,"45.522227536676105, -73.64153724013892",1058,565,493,31.5,33.8,32.5,3.3
Montreal,"45.5216840546959, -73.63831010895947",4711,2192,2519,42.4,43.1,42.8,3.6
Montreal,"45.52429565820869, -73.63158449073073",1970,1015,955,37.6,32.3,35.1,3.1
Montreal,"45.52431180434253, -73.63153557510458",2717,1374,1343,32.1,38.4,35.2,4.4
Montreal,"45.52280428143722, -73.6252533454305",2519,1226,1293,41.2,31.8,36.4,3.2
Montreal,"45.52514960780879, -73.62302566596657",1516,829,687,29.2,31.7,30.3,2.5
Montreal,"45.52134004729919, -73.62175246025355",3041,1516,1525,35.8,41.0,38.4,3.1
Montreal,"45.523475745494856, -73.6152781922801",4250,2004,2246,37.9,34.8,36.3,4.2
Montreal,"45.525252731325935, -73.61405476137683",1785,906,879,37.0,30.3,33.7,4.1
Montreal,"45.522793428703075, -73.60928279131848",1144,518,626,28.6,39.8,34.7,3.0
Montreal,"45.52451959454396, -73.60658766113727",3316,1617,1699,38.2,41.4,39.8,2.8
Montreal,"45.52373980388813, -73.6044447671044",4931,2428,2503,43.6,25.3,34.3,4.4
Montreal,"45.522914582868694, -73.59984682822667",1752,814,938,36.3,32.5,34.3,3.2
Montreal,"45.52317574441381, -73.59808786352029",1095,536,559,34.2,37.1,35.7,3.4
Montreal,"45.525104892968045, -73.59198446671509",4844,2623,2221,25.5,39.4,31.9,4.4
Montreal,"45.523332663993436, -73.59017686187782",3777,1740,2037,25.8,29.1,27.6,4.2
Montreal,"45.52373919498772, -73.5880831838723",2035,978,1057,25.7,33.7,29.8,3.5
Montreal,"45.52399473615038, -73.58212816631314",1670,903,767,32.6,39.6,35.8,3.6
Montreal,"45.524145200571446, -73.57960447876691",1793,929,864,40.1,41.4,40.7,3.7
Montreal,"45.52256889904049, -73.57470532621875",3601,1928,1673,26.5,36.9,31.3,3.7
Montreal,"45.521827189384105, -73.57134593891558",2547,1345,1202,37.2,27.2,32.5,4.2
Montreal,"45.524159422404786, -73.57008686901237",1918,867,1051,26.7,28.5,27.7,3.3
Montreal,"45.52464808255083, -73.56668656456594",4546,2070,2476,36.2,42.7,39.7,3.5
Montreal,"45.524149895239866, -73.5638264988246",3672,1822,1850,40.0,28.6,34.3,4.1
Montreal,"45.52525790451398, -73.56066742181324",2292,1096,1196,36.2,34.8,35.5,3.6
Montreal,"45.524644872110585, -73.5578242143239",4641,2294,2347,28.3,36.0,32.2,2.8
Montreal,"45.52426396574381, -73.55209165872459",2639,1238,1401,28.2,38.2,33.5,4.2
Montreal,"45.52413496298797, -73.55178973478307",4060,2128,1932,44.2,44.6,44.4,2.8
Montreal,"45.52812839424936, -73.65128391907047",4997,2536,2461,26.1,30.8,28.4,3.3
Montreal,"45.52661668527307, -73.64709943521126",2716,1321,1395,36.6,27.7,32.1,4.3
Montreal,"45.528604224835284, -73.64269633208974",3011,1477,1534,41.9,33.3,37.5,3.9
Montreal,"45.528060739651096, -73.63803574714001",1079,555,524,42.7,44.0,43.4,3.4
Montreal,"45.52685843830483, -73.63731702607605",3845,1971,1874,43.3,45.0,44.1,2.9
Montreal,"45.527378261411386, -73.63137207613345",2888,1362,1526,36.0,38.9,37.5,3.4
Montreal,"45.52769752340688, -73.63043574762132",3242,1752,1490,30.2,33.8,31.9,4.1
Montreal,"45.52677804440439, -73.62753450718674",3863,1972,1891,33.3,34.6,33.9,3.4
Montreal,"45.52745217192937, -73.62455296462672",4553,2072,2481,33.7,27.8,30.5,3.7
Montreal,"45.52809167554621, -73.62042491018482",3048,1556,1492,44.1,28.1,36.2,3.1
Montreal,"45.525190269400376, -73.61565760074681",2633,1322,1311,40.9,27.7,34.3,4.1
Montreal,"45.52698820138571, -73.61211304618753",1600,862,738,38.7,26.4,33.1,3.8
Montreal,"45.52806590554916, -73.60916164987373",2546,1211,1335,33.8,25.0,29.2,2.9
Montreal,"45.52649679666722, -73.60801188879479",3018,1380,1638,35.3,33.5,34.3,3.2
Montreal,"45.525216910504554, -73.60254951122953",3984,2078,1906,35.9,25.2,30.8,2.9
Montreal,"45.52583099294396, -73.60142070847124",3826,2042,1784,37.8,32.6,35.4,4.5
Montreal,"45.52553921255879, -73.595673136596",4970,2668,2302,41.8,37.7,39.9,2.8
Montreal,"45.527607942252885, -73.59529680327488",3386,1701,1685,43.0,42.6,42.8,4.0
Montreal,"45.5275704967138, -73.58969727161224",2075,961,1114,38.7,29.8,33.9,3.2
Montreal,"45.52737993789073, -73.58471272991524",3808,1816,1992,41.8,40.8,41.3,2.7
Montreal,"45.52525708850354, -73.58153174071562",3473,1592,1881,37.3,38.6,38.0,3.6
Montreal,"45.52637511092462, -73.57863335963582",3139,1550,1589,43.6,27.4,35.4,2.5
Montreal,"45.52837060801356, -73.57828247573906",3107,1640,1467,38.7,34.7,36.8,4.3
Montreal,"45.52856330170653, -73.5746148018158",2503,1169,1334,34.6,38.0,36.4,3.9
Montreal,"45.524876555128415, -73.56807889296067",1224,608,616,30.7,30.7,30.7,2.9
Montreal,"45.52726705788588, -73.5662930971056",4993,2520,2473,32.5,33.9,33.1,3.3
Montreal,"45.52854557456022, -73.56282544314695",3864,1797,2067,43.2,33.2,37.9,3.8
Montreal,"45.52628264264995, -73.5618640286887",2341,1281,1060,26.8,43.5,34.4,3.6
Montreal,"45.525630088351065, -73.5567121630916",1002,456,546,34.4,41.3,38.2,3.5
Montreal,"45.527418603090325, -73.55151511187833",4018,1953,2065,39.5,25.2,32.2,2.6
Montreal,"45.52727785453434, -73.55049851343703",2425,1252,1173,36.3,28.3,32.4,4.0
Montreal,"45.53076717939947, -73.6488186991611",3567,1687,1880,38.7,28.5,33.3,2.7
Montreal,"45.530634075405885, -73.64555574342221",3763,1758,2005,43.0,34.4,38.4,4.3
Montreal,"45.53145958315785, -73.6427320895876",4238,2162,2076,30.4,34.2,32.3,3.9
Montreal,"45.52910086416102, -73.63938721810445",3718,1992,1726,31.7,29.6,30.7,3.7
Montreal,"45.5294692922238, -73.63818666512421",2316,1180,1136,40.0,34.0,37.1,3.1
Montreal,"45.52833054796225, -73.6333764595695",4405,2317,2088,31.9,32.7,32.3,3.9
Montreal,"45.53067516883935, -73.62996100600884",3521,1853,1668,30.2,38.0,33.9,2.6
Montreal,"45.52809210704526, -73.62637473903138",1341,657,684,27.3,40.6,34.0,2.9
Montreal,"45.53029052226184, -73.62423843410531",2194,995,1199,40.9,38.6,39.6,3.2
Montreal,"45.530981437179285, -73.61882262514256",4688,2530,2158,28.8,34.2,31.2,4.1
Montreal,"45.528724386375664, -73.61672990075748",3509,1848,1661,42.4,40.8,41.6,4.1
Montreal,"45.53057838659593, -73.61359870741869",2619,1372,1247,40.4,38.7,39.6,3.4
Montreal,"45.53028569239751, -73.61160223497971",3185,1469,1716,38.5,32.5,35.3,4.3
Montreal,"45.52825399320465, -73.60503114457343",4430,2228,2202,31.9,40.3,36.1,4.1
Montreal,"45.531180899308254, -73.60459377393906",2875,1380,1495,38.1,41.0,39.6,3.5
Montreal,"45.53125147174897, -73.6019210144462",3520,1838,1682,35.3,26.6,31.1,3.0
Montreal,"45.53022424065523, -73.5965209995076",3507,1590,1917,26.2,44.1,36.0,4.1
Montreal,"45.53124878503472, -73.59337908028373",3061,1500,1561,30.7,25.9,28.2,3.2
Montreal,"45.53007560446373, -73.58966111384217",2046,975,1071,25.5,37.3,31.7,3.6
Montreal,"45.530854996497, -73.58550639589673",1856,869,987,32.5,29.9,31.1,2.8
Montreal,"45.528496357314395, -73.58232138056931",2807,1469,1338,27.2,43.0,34.7,2.7
Montreal,"45.531862724174815, -73.57840959080704",4943,2252,2691,39.0,32.4,35.4,3.9
Montreal,"45.52872265669292, -73.5762702562403",1290,704,586,30.0,38.5,33.9,4.3
Montreal,"45.528719750225704, -73.57311444625913",3497,1767,1730,44.9,31.4,38.2,2.9
Montreal,"45.53120205188734, -73.57150781878711",1679,768,911,32.1,36.5,34.5,2.7
Montreal,"45.52851526396201, -73.5678417470658",3727,1755,1972,41.4,34.1,37.5,3.9
Montreal,"45.52864484104776, -73.56308334849506",3665,1750,1915,43.7,35.6,39.5,4.3
Montreal,"45.53140580042461, -73.56185997888194",1163,626,537,28.0,42.2,34.5,3.0
Montreal,"45.5319197137393, -73.5566420734237",2417,1236,1181,44.0,38.3,41.2,2.8
Montreal,"45.52945423856277, -73.55315562473223",2371,1268,1103,30.9,41.5,35.9,4.1
Montreal,"45.52969220530919, -73.54821908606117",3117,1673,1444,43.5,43.4,43.5,3.6
Montreal,"45.5313336755906, -73.65079760008913",1417,739,678,27.8,26.3,27.1,4.0
Montreal,"45.53511819179691, -73.64658889438",2154,1070,1084,38.7,37.2,37.9,3.6
Montreal,"45.534464540629386, -73.64269670302072",2830,1359,1471,25.1,28.5,26.9,3.0
Montreal,"45.53311301448365, -73.63969171412317",2866,1564,1302,34.6,36.0,35.2,3.0
Montreal,"45.53411373931109, -73.63657600162693",2943,1614,1329,42.6,26.6,35.4,3.4
Montreal,"45.53527741142104, -73.63392486483039",2876,1346,1530,31.7,25.9,28.7,3.0
Montreal,"45.53348617128066, -73.63116064197756",4279,1987,2292,41.6,28.6,34.7,3.4
Montreal,"45.53172936985878, -73.62538761348392",4861,2595,2266,37.4,35.1,36.3,3.8
Montreal,"45.532281734755735, -73.6245810387291",2863,1457,1406,35.8,34.2,35.0,3.4
Montreal,"45.532532170251685, -73.61866948878124",2200,1051,1149,35.3,42.7,39.1,4.0
Montreal,"45.53516302504542, -73.61625808911865",4958,2265,2693,30.6,27.3,28.8,3.7
Montreal,"45.532197493203235, -73.61389707268444",1557,813,744,36.6,38.8,37.7,2.9
Montreal,"45.53184730179297, -73.60951074902945",4647,2517,2130,38.8,44.3,41.3,3.4
Montreal,"45.53163077197124, -73.60764679718234",3848,1906,1942,38.3,26.3,32.2,3.9
Montreal,"45.53286046258558, -73.60171869359921",1855,881,974,42.9,35.3,38.9,2.6
Montreal,"45.53293357083567, -73.60166698369548",1627,868,759,41.8,35.6,38.9,4.1
Montreal,"45.53235005090663, -73.59696529321053",2960,1510,1450,33.4,40.8,37.0,3.2
Montreal,"45.53411139481693, -73.59318971605488",1486,805,681,26.4,32.2,29.1,3.6
Montreal,"45.531615565517434, -73.5890693004051",2646,1226,1420,27.6,43.4,36.1,4.2
Montreal,"45.53531477040946, -73.58587945493126",1254,685,569,41.2,25.6,34.1,3.3
Montreal,"45.532103843014866, -73.5838447642953",3512,1669,1843,25.6,31.3,28.6,3.0
Montreal,"45.533962605545355, -73.57871796716715",2551,1156,1395,39.1,34.0,36.3,4.3
Montreal,"45.53375311210247, -73.57698792077636",1988,943,1045,29.3,33.8,31.6,3.9
Montreal,"45.53194729897329, -73.57136353736756",4311,2321,1990,38.0,40.0,38.9,3.5
Montreal,"45.53306784185903, -73.57189636054741",3199,1571,1628,38.0,30.7,34.3,3.4
Montreal,"45.53374776231986, -73.56835656827876",4581,2222,2359,28.8,26.3,27.5,4.1
Montreal,"45.5318318182289, -73.56489337280341",1532,785,747,29.2,39.0,34.0,3.5
Montreal,"45.53352680847267, -73.56173616256329",4471,2095,2376,43.1,35.8,39.2,4.1
Montreal,"45.533894043289294, -73.5572153887279",4711,2306,2405,26.6,38.9,32.9,3.1
Montreal,"45.532667402727746, -73.55424032132387",3550,1903,1647,31.6,33.0,32.3,3.0
Montreal,"45.5348087548156, -73.55109693812508",2773,1338,1435,41.7,26.6,33.9,4.4
Montreal,"45.534706119997246, -73.65049137607278",1676,859,817,36.0,35.4,35.7,3.2
Montreal,"45.538541760610215, -73.64715213726109",1311,712,599,43.3,35.5,39.7,3.6
Montreal,"45.53508667758453, -73.64163078989219",2772,1409,1363,43.2,31.3,37.4,4.4
Montreal,"45.53536959215581, -73.63908669034018",2116,1034,1082,43.4,37.1,40.2,4.0
Montreal,"45.53589286488063, -73.63538129367014",1719,865,854,42.8,44.9,43.8,4.2
Montreal,"45.53662514106718, -73.63321749285811",2173,1075,1098,25.7,28.1,26.9,3.0
Montreal,"45.53746848880963, -73.62853840660209",3743,1766,1977,38.5,41.3,40.0,3.6
Montreal,"45.53687283559455, -73.62623679888947",4551,2459,2092,26.8,39.7,32.7,4.2
Montreal,"45.53825294763986, -73.62465034366693",1858,974,884,43.4,29.2,36.6,3.4
Montreal,"45.538452707889235, -73.62044174667655",2563,1287,1276,44.6,27.5,36.1,3.4
Montreal,"45.536047358219015, -73.61570147811341",4574,2400,2174,35.9,27.7,32.0,4.4
Montreal,"45.53853866780168, -73.61320660478219",3877,2001,1876,31.8,34.4,33.0,3.6
Montreal,"45.537045134580595, -73.60860147993557",4026,1964,2062,25.6,29.9,27.8,2.5
Montreal,"45.53657411414164, -73.60815637785417",4738,2361,2377,36.2,41.6,38.9,3.4
Montreal,"45.53470465654195, -73.60327907165747",1327,724,603,25.1,28.6,26.7,3.6
Montreal,"45.53528863179657, -73.60149452656081",4374,2065,2309,37.8,31.9,34.7,4.2
Montreal,"45.53618186932507, -73.59572497716742",4099,2245,1854,37.7,32.4,35.3,3.0
Montreal,"45.53487812516844, -73.59243165624224",4648,2289,2359,28.9,38.0,33.5,4.2
Montreal,"45.53856466605376, -73.58916999033757",4487,2395,2092,35.0,39.3,37.0,2.6
Montreal,"45.53566311317717, -73.58623185470448",2043,986,1057,31.8,32.1,32.0,3.7
Montreal,"45.537493813717106, -73.58460091523014",1894,863,1031,27.5,34.2,31.2,4.0
Montreal,"45.5386116517689, -73.578806124405",3741,1992,1749,28.4,31.9,30.0,4.3
Montreal,"45.536675583649284, -73.57756337476911",2835,1537,1298,25.5,39.2,31.7,4.1
Montreal,"45.53637772699756, -73.57156662529553",1171,616,555,44.4,31.6,38.4,3.2
Montreal,"45.53819221750668, -73.56874390699777",4720,2317,2403,37.1,40.8,39.0,3.9
Montreal,"45.535887416391645, -73.56523498076935",3370,1784,1586,42.8,44.7,43.7,3.8
Montreal,"45.538456485260696, -73.56370727419544",2200,1012,1188,33.3,44.4,39.3,3.6
Montreal,"45.535917614316304, -73.56163943762677",4908,2242,2666,40.8,33.4,36.8,4.1
Montreal,"45.53498456613452, -73.55574685454646",2169,1062,1107,37.9,29.7,33.7,3.3
Montreal,"45.53844613446078, -73.55467288083109",4222,2316,1906,31.9,37.2,34.3,3.1
Montreal,"45.53489631275588, -73.54902636217219",4954,2367,2587,38.4,43.0,40.8,4.0
Montreal,"45.540216639099405, -73.65002859786725",2766,1382,1384,29.6,28.7,29.2,2.9
Montreal,"45.54149741184743, -73.64481800134138",4473,2044,2429,38.8,30.7,34.4,3.7
Montreal,"45.539695934494645, -73.64329860388442",2442,1229,1213,43.4,33.8,38.6,2.5
Montreal,"45.540923189465296, -73.64008137620992",4477,2204,2273,28.2,38.5,33.5,3.0
Montreal,"45.54006004594818, -73.63467484896351",2281,1159,1122,36.9,41.8,39.3,4.4
Montreal,"45.54155232213534, -73.63254180552191",2727,1302,1425,34.8,25.5,29.9,3.6
Montreal,"45.53962188580674, -73.62953485357195",2323,1093,1230,26.7,43.9,35.8,2.6
Montreal,"45.54164354562257, -73.62568299762385",4520,2465,2055,36.5,25.6,31.5,2.7
Montreal,"45.540856640291956, -73.62252296647824",3954,2153,1801,35.0,42.3,38.3,3.3
Montreal,"45.54099867181018, -73.62102309501189",3229,1525,1704,32.1,36.0,34.2,2.6
Montreal,"45.54095593260709, -73.61486319310704",4649,2504,2145,40.5,26.5,34.0,3.6
Montreal,"45.541293453574156, -73.61181200574998",1069,582,487,32.3,29.4,31.0,3.4
Montreal,"45.54011244567287, -73.60956322556608",4431,2352,2079,31.5,34.2,32.8,2.8
Montreal,"45.5404294941857, -73.60480807713165",3686,1824,1862,28.3,40.3,34.4,2.6
Montreal,"45.54069808867366, -73.60180561107109",2305,1250,1055,32.3,33.6,32.9,3.7
Montreal,"45.54009406566333, -73.60109972568824",2895,1504,1391,36.6,43.0,39.7,3.2
Montreal,"45.5383004894962, -73.59530903092623",3026,1464,1562,31.9,36.4,34.2,4.5
Montreal,"45.54005473793606, -73.59152339892434",1104,595,509,31.5,38.0,34.5,3.9
Montreal,"45.53969088907527, -73.59048362093657",2584,1197,1387,39.2,26.7,32.5,2.7
Montreal,"45.53949313479572, -73.58821373262988",3105,1510,1595,42.8,41.8,42.3,4.3
Montreal,"45.54165618070004, -73.58433427243932",3290,1554,1736,31.9,28.2,30.0,3.1
Montreal,"45.540156478489955, -73.57893434435553",4027,2155,1872,42.9,27.9,35.9,4.4
Montreal,"45.53847146160275, -73.57746995469482",4860,2407,2453,38.4,35.6,37.0,4.5
Montreal,"45.53917418015792, -73.57448106955482",1671,881,790,26.5,38.0,31.9,2.7
Montreal,"45.54095210288856, -73.56972463222165",1274,651,623,39.2,26.9,33.2,4.2
Montreal,"45.538869852779, -73.56744738746893",2532,1263,1269,39.2,31.4,35.3,2.6
Montreal,"45.541732445775246, -73.56276143879148",1837,834,1003,41.1,27.7,33.8,3.8
Montreal,"45.54130290954988, -73.56185828349187",4133,2117,2016,30.2,29.0,29.7,3.5
Montreal,"45.53985222792305, -73.55619567190065",4172,2105,2067,31.0,26.1,28.6,4.1
Montreal,"45.5399530658441, -73.55391035707774",2484,1287,1197,29.8,39.5,34.5,2.7
Montreal,"45.540462120993745, -73.55068579279487",1690,885,805,30.7,44.8,37.4,2.5
Montreal,"45.54274890431088, -73.65197938235552",3876,1811,2065,29.0,40.5,35.1,3.0
Montreal,"45.54489411843983, -73.64792203584109",3637,1940,1697,40.7,36.5,38.8,2.7
Montreal,"45.542751462628715, -73.64492798221815",4265,2224,2041,41.5,43.0,42.2,3.2
Montreal,"45.543301517810356, -73.64166102488252",4401,2270,2131,32.1,36.4,34.2,3.7
Montreal,"45.5433906077315, -73.63805182400115",1250,650,600,30.6,41.3,35.8,3.7
Montreal,"45.54182870392739, -73.63338368471443",2035,933,1102,41.0,38.1,39.4,4.3
Montreal,"45.54195585493553, -73.62937346621604",2330,1118,1212,25.2,36.1,30.8,3.7
Montreal,"45.542237714264914, -73.62708523136256",4910,2684,2226,27.3,41.0,33.5,4.0
Montreal,"45.54253047314379, -73.62361996745392",3989,2184,1805,30.2,35.0,32.4,3.2
Montreal,"45.54206206149468, -73.6187538245836",1281,602,679,37.0,38.7,37.9,3.4
Montreal,"45.541768113304855, -73.61691237839095",1720,927,793,33.6,33.3,33.4,2.9
Montreal,"45.54469076317865, -73.6146859961309",1979,948,1031,27.6,40.4,34.2,2.8
Montreal,"45.54274828444164, -73.61026415938122",4167,1944,2223,26.7,38.9,33.2,2.9
Montreal,"45.542770280317974, -73.60518461038542",1342,737,605,25.8,30.8,28.0,4.2
Montreal,"45.542127191805164, -73.60457506505793",3295,1494,1801,37.4,44.0,41.0,2.6
Montreal,"45.54149435856343, -73.60042181597885",3232,1662,1570,39.2,36.6,37.9,3.9
Montreal,"45.54430902928108, -73.59506267542545",2237,1187,1050,28.2,27.3,27.8,3.6
Montreal,"45.54197458333769, -73.59453736563678",3769,1913,1856,36.8,35.3,36.0,2.6
Montreal,"45.543250513274266, -73.58933902841858",1888,885,1003,32.9,36.2,34.6,4.1
Montreal,"45.54239653181391, -73.58698228537573",1847,848,999,44.2,29.7,36.3,3.4
Montreal,"45.543533828024934, -73.5821340529914",4533,2323,2210,34.8,44.8,39.7,4.4
Montreal,"45.54419061716778, -73.5807004492059",3914,2105,1809,44.8,43.2,44.1,2.7
Montreal,"45.54439090417168, -73.57513960054318",4515,2327,2188,38.8,43.0,40.9,2.7
Montreal,"45.5433407676635, -73.57163908833041",1471,792,679,40.9,34.6,38.0,2.6
Montreal,"45.544705584987774, -73.57044460597243",4330,2323,2007,27.2,39.4,32.9,4.1
Montreal,"45.5417722644694, -73.56823514832676",1093,575,518,44.7,30.4,38.0,4.1
Montreal,"45.54141794216016, -73.56471116537817",3426,1667,1759,25.6,34.9,30.3,3.0
Montreal,"45.54333333705903, -73.55893046019422",3126,1555,1571,32.8,26.2,29.5,3.9
Montreal,"45.5422793530738, -73.5559534253926",2858,1385,1473,39.1,32.2,35.5,4.2
Montreal,"45.542701897326005, -73.55142757922617",2881,1340,1541,26.5,32.5,29.7,4.0
Montreal,"45.54428305955752, -73.55026268594025",1481,724,757,41.7,38.2,39.9,4.4
Montreal,"45.545824533182845, -73.65005628302448",3063,1601,1462,26.9,44.4,35.3,3.8
Montreal,"45.54771026625521, -73.64767567746985",5000,2634,2366,31.3,42.8,36.7,4.0
Montreal,"45.54527664956637, -73.64328837399125",4999,2672,2327,25.6,28.8,27.1,4.2
Montreal,"45.545664533812236, -73.63893308958069",3506,1710,1796,40.4,26.2,33.1,3.3
Montreal,"45.54812333388915, -73.63468963842489",2890,1307,1583,31.9,37.2,34.8,3.3
Montreal,"45.54565608415007, -73.6320508956682",3446,1847,1599,44.4,32.9,39.1,3.7
Montreal,"45.54546031650327, -73.62917415640406",4527,2361,2166,44.7,30.0,37.7,3.9
Montreal,"45.54790647654046, -73.62586208685049",1242,562,680,27.2,38.6,33.4,3.5
Montreal,"45.54667600244118, -73.62460858033532",1036,547,489,36.6,42.3,39.3,2.6
Montreal,"45.54863687334026, -73.6196352152041",3686,1676,2010,33.4,30.0,31.6,2.9
Montreal,"45.547204575433796, -73.61774912989775",1882,1005,877,41.0,33.1,37.3,4.3
Montreal,"45.54519584991737, -73.61517986760714",4187,2089,2098,30.7,38.9,34.8,3.9
Montreal,"45.54862826185004, -73.6082836066739",3261,1530,1731,42.5,28.4,35.0,3.4
Montreal,"45.54637187857482, -73.606200797234",3456,1808,1648,41.8,34.9,38.5,2.8
Montreal,"45.54503040838831, -73.60512951187152",4485,2417,2068,43.3,41.8,42.6,2.8
Montreal,"45.546295855428525, -73.60077421621381",2531,1278,1253,31.8,30.5,31.1,3.1
Montreal,"45.54719990656714, -73.59774095607136",4564,2105,2459,37.4,27.3,32.0,3.7
Montreal,"45.546011378072485, -73.59341655238286",2723,1438,1285,44.3,43.4,43.9,3.5
Montreal,"45.54670612143756, -73.589424507378",1676,884,792,29.7,34.9,32.2,3.6
Montreal,"45.54588382662664, -73.58758968230993",1844,930,914,34.8,32.9,33.9,3.6
Montreal,"45.54578889042963, -73.58392923527822",3600,1689,1911,44.1,35.6,39.6,2.6
Montreal,"45.5463389634663, -73.58072063646033",3846,1821,2025,30.1,32.3,31.3,3.1
Montreal,"45.54485689224348, -73.57850311015048",2724,1470,1254,30.5,33.6,31.9,3.5
Montreal,"45.54487518921476, -73.57235431451635",3915,1865,2050,32.9,34.8,33.9,2.7
Montreal,"45.54551457687076, -73.57011176734328",1158,567,591,27.1,31.7,29.4,4.3
Montreal,"45.54830059456646, -73.56826361986704",3355,1658,1697,33.0,27.4,30.2,3.2
Montreal,"45.54540602667885, -73.56154002059029",2236,1007,1229,27.1,40.0,34.2,3.0
Montreal,"45.54612099163734, -73.5607825732198",4273,1956,2317,33.8,35.9,34.9,3.9
Montreal,"45.54505421555049, -73.55861202033311",3913,1844,2069,32.6,26.4,29.3,3.3
Montreal,"45.54687373957347, -73.55188543625283",2561,1182,1379,31.1,43.3,37.7,4.2
Montreal,"45.54599151360076, -73.54903483158915",4594,2239,2355,26.8,37.2,32.1,3.3
Montreal,"45.549445539854254, -73.64888476676974",4065,1838,2227,31.7,31.8,31.7,3.8
Montreal,"45.55011544825449, -73.64718029752657",2552,1396,1156,43.2,28.5,36.5,3.3
Montreal,"45.55060099337327, -73.64449320012578",4972,2360,2612,35.1,30.1,32.5,4.2
Montreal,"45.549536197426534, -73.63845122480076",4190,2292,1898,44.8,35.0,40.4,2.7
Montreal,"45.54852194162099, -73.63569631691968",2093,1110,983,29.0,42.5,35.3,3.9
Montreal,"45.54848141738894, -73.632987087509",3588,1860,1728,30.6,31.8,31.2,3.6
Montreal,"45.55164870732677, -73.62938257936189",3763,1847,1916,33.5,25.2,29.3,4.5
Montreal,"45.548761734401964, -73.6258480264511",4486,2057,2429,37.0,33.3,35.0,4.5
Montreal,"45.551702002558066, -73.62503381492868",1623,810,813,28.0,29.4,28.7,3.5
Montreal,"45.550186316091384, -73.620628408125",4276,2175,2101,43.1,38.7,41.0,3.9
Montreal,"45.55090140263659, -73.61470808820643",3669,1965,1704,44.3,33.9,39.5,4.2
Montreal,"45.54880799646775, -73.61245025546887",1850,904,946,35.6,35.7,35.7,3.8
Montreal,"45.54817524442458, -73.61123317308967",4582,2087,2495,36.6,41.8,39.4,3.8
Montreal,"45.55020198272799, -73.60765656463629",1087,595,492,36.7,30.2,33.8,4.1
Montreal,"45.55150830137012, -73.60191958015623",3476,1763,1713,33.1,43.4,38.2,3.2
Montreal,"45.551627259390365, -73.59809949537076",3226,1488,1738,28.8,41.1,35.4,4.1
Montreal,"45.551579652111705, -73.59687273778627",4506,2429,2077,40.5,25.4,33.5,3.1
Montreal,"45.55086930349819, -73.59168993661494",3161,1621,1540,36.2,28.8,32.6,4.0
Montreal,"45.5482708339835, -73.59032398335565",2940,1562,1378,25.7,38.8,31.8,2.8
Montreal,"45.55172532930828, -73.58665118895598",2994,1625,1369,31.6,38.2,34.6,3.2
Montreal,"45.5480874995937, -73.58293671868421",3907,1806,2101,41.2,36.9,38.9,3.2
Montreal,"45.55078682491086, -73.58148426305384",2167,1107,1060,32.7,36.5,34.6,3.1
Montreal,"45.548181780903214, -73.57640196759321",4421,2026,2395,39.8,38.9,39.3,4.2
Montreal,"45.55117756152071, -73.57255811999669",3859,2110,1749,41.9,27.6,35.4,3.2
Montreal,"45.550962860787344, -73.57041002468779",3050,1374,1676,25.2,33.3,29.7,4.4
Montreal,"45.550738777116905, -73.56518564378678",4641,2550,2091,43.6,42.3,43.0,3.8
Montreal,"45.551886153670395, -73.56467126045314",2830,1331,1499,31.1,36.6,34.0,4.1
Montreal,"45.55100291116563, -73.5604633983206",3855,2024,1831,36.7,29.7,33.4,3.8
Montreal,"45.5511174886939, -73.55706327082889",4342,2131,2211,29.3,29.6,29.4,2.8
Montreal,"45.54908597675582, -73.55459706797191",2140,1157,983,35.3,34.7,35.0,2.7
Montreal,"45.54864001222169, -73.55112876911187",4913,2546,2367,25.9,26.8,26.4,2.5
Montreal,"45.55412022032367, -73.64848337993239",3278,1791,1487,27.1,38.7,32.3,3.7
Montreal,"45.55449592084228, -73.64684490271895",3606,1859,1747,34.0,44.0,38.8,4.0
Montreal,"45.5541643494185, -73.64323304052377",1980,899,1081,30.4,45.0,38.4,4.4
Montreal,"45.55254697401879, -73.64111865468931",3319,1593,1726,30.6,39.0,35.0,4.2
Montreal,"45.554166352150894, -73.63645806298298",1711,876,835,42.8,42.0,42.4,4.1
Montreal,"45.55201776972087, -73.63515088346998",2283,1190,1093,40.5,40.7,40.6,4.3
